Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
ə˧ʝi˧ʂɯ˥ʝi˩ ho˧di˧ mɤ˧ɲi˩ ʂe˧ʈʂe˩ dʑo˧mɤ˧kv̩˧pʰæ˥di˩ ʂe˧ʈʂe˩ hwæ˩ le˧po˧jo˥kv̩˩mæ˩	ə˧ʝi˧ʂɯ˥ʝi˩ ho˧di˧ mɤ˧ɲi˩ ʂe˧ʈʂʰɯ˧ dʑo˧mɤ˧kv̩˧˥ di˩ ʂe˧ʈʂe˩ hwæ˩ le˧po˧jo˥kv̩˩ mæ˩	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ho˧di˧', 'mɤ˧ɲi˩', 'ʂe˧ʈʂe˩', 'dʑo˧mɤ˧kv̩˧pʰæ˥di˩', 'ʂe˧ʈʂe˩', 'hwæ˩', 'le˧po˧jo˥kv̩˩mæ˩']	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ho˧di˧', 'mɤ˧ɲi˩', 'ʂe˧ʈʂʰɯ˧', 'dʑo˧mɤ˧kv̩˧˥', 'di˩', 'ʂe˧ʈʂe˩', 'hwæ˩', 'le˧po˧jo˥kv̩˩', 'mæ˩']	2	0.9390243902439024	[1.0, 1.0, 1.0, 0.6666666666666666, 0.8, 0.2, 0.18181818181818182, 0.2]	0.6310606060606061
ʂe˧pʰæ˩ ɖɯ˧pʰæ˧˥ tʰi˧kʰɯ˧˥	ʂe˧pʰæ˩ ɖɯ˧pʰæ˧˥ tʰi˥kʰɯ˩	['ʂe˧pʰæ˩', 'ɖɯ˧pʰæ˧˥', 'tʰi˧kʰɯ˧˥']	['ʂe˧pʰæ˩', 'ɖɯ˧pʰæ˧˥', 'tʰi˥kʰɯ˩']	0	0.9019607843137255	[1.0, 1.0, 0.7058823529411765]	0.9019607843137255
gv̩˧wo˥	ə˧zɯ˩ ɖɯ˧	['gv̩˧wo˥']	['ə˧zɯ˩', 'ɖɯ˧']	1	0.125	[0.16666666666666666]	0.16666666666666666
kʰv̩˩mi˩ tʰv̩˩v̩˩ɳɯ˥ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩ tʰi˩˥ əəə… zo˩no˥ tsʰe˩so˩kʰv̩˩ gv̩˩˥ kwɤ˩tɕɯ˩lɑ˩ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩	kʰv̩˩mi˩ ʈʂʰɯ˩v̩˩ɳɯ˥ hĩ˧ ɖɯ˧v̩˧ tsʰi˧ɲi˥ze˩ tʰi˩˥ əəə… zo˩no˥ tsʰe˩so˩kʰv̩˩ gv̩˩˥ kwɤ˩tɕɯ˩lɑ˩ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩	['kʰv̩˩mi˩', 'tʰv̩˩v̩˩ɳɯ˥', 'hĩ˧', 'ɖɯ˧v̩˧', 'tsɤ˧ɲi˥ze˩', 'tʰi˩˥', 'əəə…', 'zo˩no˥', 'tsʰe˩so˩kʰv̩˩', 'gv̩˩˥', 'kwɤ˩tɕɯ˩lɑ˩', 'hĩ˧', 'ɖɯ˧v̩˧', 'tsɤ˧ɲi˥ze˩']	['kʰv̩˩mi˩', 'ʈʂʰɯ˩v̩˩ɳɯ˥', 'hĩ˧', 'ɖɯ˧v̩˧', 'tsʰi˧ɲi˥ze˩', 'tʰi˩˥', 'əəə…', 'zo˩no˥', 'tsʰe˩so˩kʰv̩˩', 'gv̩˩˥', 'kwɤ˩tɕɯ˩lɑ˩', 'hĩ˧', 'ɖɯ˧v̩˧', 'tsɤ˧ɲi˥ze˩']	0	0.9613733905579399	[1.0, 0.7272727272727273, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9703153988868275
tʰi˩˥ ʈʂʰɯ˧ so˧bæ˧hĩ˧ ʈʂʰɯ˧dʑo˩ tsʰe˧ʝi˧dʑo˩ ʑi˧qʰwɤ˧ dɑ˧tso˧ɲi˥ pi˧zo˩ gv̩˩ɬi˩mi˩qo˥ɳɯ˩ əəə… ɬi˩bi˩ʈʂʰɯ˥ le˧qwæ˧˥ wɤ˩˥ ɑ˩ʁo˧ lv̩˧qo˧ tʰi˧tv̩˧hĩ˧ʈʂʰɯ˧ gɤ˩qwæ˩˥	tʰi˩˥ ʈʂʰɯ˧ so˧ɬi˧hĩ˧ ʈʂʰɯ˧dʑo˩ tsʰi˧ʝi˧dʑo˩ ʑi˧qʰwɤ˧ dɑ˧tso˧ ɲi˥ pi˧zo˩ gv̩˩ɬi˩mi˩qo˥ɳɯ˩ əəə… ɬi˩bi˩ʈʂʰɯ˥ le˧qwæ˧˥ wɤ˩˥ ɑ˩ʁo˧ lv̩˧qo˧ tʰi˧mv̩˧hĩ˧ʈʂʰɯ˧ gɤ˩qwɤ˥	['tʰi˩˥', 'ʈʂʰɯ˧', 'so˧bæ˧hĩ˧', 'ʈʂʰɯ˧dʑo˩', 'tsʰe˧ʝi˧dʑo˩', 'ʑi˧qʰwɤ˧', 'dɑ˧tso˧ɲi˥', 'pi˧zo˩', 'gv̩˩ɬi˩mi˩qo˥ɳɯ˩', 'əəə…', 'ɬi˩bi˩ʈʂʰɯ˥', 'le˧qwæ˧˥', 'wɤ˩˥', 'ɑ˩ʁo˧', 'lv̩˧qo˧', 'tʰi˧tv̩˧hĩ˧ʈʂʰɯ˧', 'gɤ˩qwæ˩˥']	['tʰi˩˥', 'ʈʂʰɯ˧', 'so˧ɬi˧hĩ˧', 'ʈʂʰɯ˧dʑo˩', 'tsʰi˧ʝi˧dʑo˩', 'ʑi˧qʰwɤ˧', 'dɑ˧tso˧', 'ɲi˥', 'pi˧zo˩', 'gv̩˩ɬi˩mi˩qo˥ɳɯ˩', 'əəə…', 'ɬi˩bi˩ʈʂʰɯ˥', 'le˧qwæ˧˥', 'wɤ˩˥', 'ɑ˩ʁo˧', 'lv̩˧qo˧', 'tʰi˧mv̩˧hĩ˧ʈʂʰɯ˧', 'gɤ˩qwɤ˥']	1	0.9627329192546584	[1.0, 1.0, 0.8, 1.0, 0.9166666666666666, 1.0, 0.8235294117647058, 0.2222222222222222, 0.2727272727272727, 0.0, 0.0, 0.10526315789473684, 0.3333333333333333, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.0]	0.4919194678528133
se˧kʰɯ˩ ʁo˧ni˥ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩ qʰɑ˧ʂæ˧gv̩˧ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩	se˧kʰɯ˩ʁo˩ni˩ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧ʁo˩ qʰɑ˧ʂwæ˧gv̩˧ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bɤ˧	['se˧kʰɯ˩', 'ʁo˧ni˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'ɖɯ˧bo˩', 'qʰɑ˧ʂæ˧gv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'ɖɯ˧bo˩']	['se˧kʰɯ˩ʁo˩ni˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'ɖɯ˧ʁo˩', 'qʰɑ˧ʂwæ˧gv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'ɖɯ˧bɤ˧']	-1	0.90625	[0.7, 0.47058823529411764, 0.23529411764705882, 0.1111111111111111, 0.2727272727272727, 0.35294117647058826, 0.0]	0.3060945590357355
kʰv̩˩mi˩ki˥dʑo˩ tʰi˩˥ pʰv̩˩ɖɯ˩ ʝi˥zo˩kv̩˩ hĩ˧ hĩ˧zɯ˧zɯ˥lɑ˩ kʰv̩˩zɯ˩zɯ˥pi˩ zo˩no˥ hĩ˧lɑ˩ kʰv̩˧dʑo˩ ɖɯ˧bæ˧lɑ˧ ɲi˥	kʰv̩˩mi˩ki˥dʑo˩ tʰi˩˥ pʰv̩˩ɖɯ˩ ʝi˥zo˩kv̩˩ hĩ˧ hĩ˧ zɯ˧zɯ˧ lɑ˩ kʰv̩˧ zɯ˧zɯ˧ pi˩ zo˩no˥ hĩ˧lɑ˩ kʰv̩˧ɲi˥ ɖɯ˧bæ˧lɑ˧ ɲi˥	['kʰv̩˩mi˩ki˥dʑo˩', 'tʰi˩˥', 'pʰv̩˩ɖɯ˩', 'ʝi˥zo˩kv̩˩', 'hĩ˧', 'hĩ˧zɯ˧zɯ˥lɑ˩', 'kʰv̩˩zɯ˩zɯ˥pi˩', 'zo˩no˥', 'hĩ˧lɑ˩', 'kʰv̩˧dʑo˩', 'ɖɯ˧bæ˧lɑ˧', 'ɲi˥']	['kʰv̩˩mi˩ki˥dʑo˩', 'tʰi˩˥', 'pʰv̩˩ɖɯ˩', 'ʝi˥zo˩kv̩˩', 'hĩ˧', 'hĩ˧', 'zɯ˧zɯ˧', 'lɑ˩', 'kʰv̩˧', 'zɯ˧zɯ˧', 'pi˩', 'zo˩no˥', 'hĩ˧lɑ˩', 'kʰv̩˧ɲi˥', 'ɖɯ˧bæ˧lɑ˧', 'ɲi˥']	4	0.9177489177489178	[1.0, 1.0, 1.0, 1.0, 1.0, 0.47058823529411764, 0.4, 0.2222222222222222, 0.16666666666666666, 0.13333333333333333, 0.0, 0.2222222222222222]	0.5512527233115468
tʰi˩˥ əəə… ə˧mi˧ ɖɯ˧do˩ki˩dʑo˩ tʰi˩˥ wɤ˩˥ ə˧mi˧ le˧tɕʰɯ˧˥ tɕɯ˩hɯ˩zo˩	tʰi˩˥ əəə… ə˧mi˧ ɖɯ˧do˩ki˩zo˩ tʰi˩˥ wɤ˩˥ ə˧mi˧ le˧tɕʰɯ˧ tɕɯ˩hɯ˩ɲi˩	['tʰi˩˥', 'əəə…', 'ə˧mi˧', 'ɖɯ˧do˩ki˩dʑo˩', 'tʰi˩˥', 'wɤ˩˥', 'ə˧mi˧', 'le˧tɕʰɯ˧˥', 'tɕɯ˩hɯ˩zo˩']	['tʰi˩˥', 'əəə…', 'ə˧mi˧', 'ɖɯ˧do˩ki˩zo˩', 'tʰi˩˥', 'wɤ˩˥', 'ə˧mi˧', 'le˧tɕʰɯ˧', 'tɕɯ˩hɯ˩ɲi˩']	0	0.9402985074626866	[1.0, 1.0, 1.0, 0.88, 1.0, 1.0, 1.0, 0.9411764705882353, 0.8]	0.9579084967320262
ʈʂʰɯ˧ne˧ʝi˥ ʁɑ˩mi˧ ɲi˧zo˧ njɤ˩ɭɯ˧lɑ˧ ʁo˧qʰwɤ˩ dʑo˩ tʰi˧di˩zo˩	ʈʂʰɯ˧ne˧ʝi˥ ʁɑ˩mi˧ ɲi˧zo˧ njɤ˩ɭɯ˧ lɑ˧ ʁo˧qʰwɤ˩ zo˩dʑo˩ tʰi˧dzi˩zo˩	['ʈʂʰɯ˧ne˧ʝi˥', 'ʁɑ˩mi˧', 'ɲi˧zo˧', 'njɤ˩ɭɯ˧lɑ˧', 'ʁo˧qʰwɤ˩', 'dʑo˩', 'tʰi˧di˩zo˩']	['ʈʂʰɯ˧ne˧ʝi˥', 'ʁɑ˩mi˧', 'ɲi˧zo˧', 'njɤ˩ɭɯ˧', 'lɑ˧', 'ʁo˧qʰwɤ˩', 'zo˩dʑo˩', 'tʰi˧dzi˩zo˩']	1	0.9606299212598425	[1.0, 1.0, 1.0, 0.8235294117647058, 0.18181818181818182, 0.3333333333333333, 0.35294117647058826]	0.6702317290552584
ɖɯ˧kʰv̩˧˥ ɲi˧kʰv̩˧˥ tsʰe˧kʰv̩˧ gv̩˧ɲi˥ze˩mæ˩ ə˩gi˩	ɖɯ˧kʰv̩˧˥ ɲi˩kv̩˩˥ tsʰe˩kʰv̩˩˥ gv̩˩ɲi˩ze˩mæ˩ ə˩gi˩	['ɖɯ˧kʰv̩˧˥', 'ɲi˧kʰv̩˧˥', 'tsʰe˧kʰv̩˧', 'gv̩˧ɲi˥ze˩mæ˩', 'ə˩gi˩']	['ɖɯ˧kʰv̩˧˥', 'ɲi˩kv̩˩˥', 'tsʰe˩kʰv̩˩˥', 'gv̩˩ɲi˩ze˩mæ˩', 'ə˩gi˩']	0	0.86	[1.0, 0.7058823529411765, 0.7619047619047619, 0.8461538461538461, 1.0]	0.862788192199957
tʰi˩˥ dʑo˩ gi˩˥ dʑo˩ tʰi˩˥ hĩ˧ɻæ˥ tʰi˩˥ k ə˧mv̩˧˥ tʰi˩˥ ʂɯ˧tse˥ mɤ˧hɯ˧ tʰi˧dzi˩kʰɯ˩tsɯ˩ mv̩˩	tʰi˩˥ dʑo˩ gi˩˥ dʑo˩ tʰi˩˥ hĩ˧ɻæ˥ tʰi˩˥ ə˧mv̩˧˥ tʰi˩˥ ɖɯ˧dzɤ˥ mɤ˧hɯ˧ tʰi˧dzi˩kʰɯ˩tsɯ˩ mv̩˩	['tʰi˩˥', 'dʑo˩', 'gi˩˥', 'dʑo˩', 'tʰi˩˥', 'hĩ˧ɻæ˥', 'tʰi˩˥', 'k', 'ə˧mv̩˧˥', 'tʰi˩˥', 'ʂɯ˧tse˥', 'mɤ˧hɯ˧', 'tʰi˧dzi˩kʰɯ˩tsɯ˩', 'mv̩˩']	['tʰi˩˥', 'dʑo˩', 'gi˩˥', 'dʑo˩', 'tʰi˩˥', 'hĩ˧ɻæ˥', 'tʰi˩˥', 'ə˧mv̩˧˥', 'tʰi˩˥', 'ɖɯ˧dzɤ˥', 'mɤ˧hɯ˧', 'tʰi˧dzi˩kʰɯ˩tsɯ˩', 'mv̩˩']	-1	0.9456521739130435	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3076923076923077, 0.18181818181818182, 0.1, 0.0]	0.565917415917416
njɤ˧ ə˧si˧ɳɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mv̩˩	njɤ˧ ə˧si˧ɳɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mv̩˩	['njɤ˧', 'ə˧si˧ɳɯ˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'ʐwɤ˩kv̩˩˥', 'mv̩˩']	['njɤ˧', 'ə˧si˧ɳɯ˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'ʐwɤ˩kv̩˩˥', 'mv̩˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʂʰo˥ le˧ʈʂʰo˥dʑo˩ tʰi˩˥ əəə… ʁwɤ˧ ʁwɤ˧qo˧ njæ˧sɯ˩kv̩˩ bi˧ ɖɯ˧ʑi˩ɳɯ˩ ɖɯ˧v̩˧ bi˧ ʈʰææ̃˧ tʰi˧g əəə… tʰi˧dzi˩ ʈʂʰɯ˧ne˧ʝi˥ ŋv̩˩ kv̩˩˥ mæ˩	ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʂʰo˥ le˧ʈʂʰo˥ dʑo˩ tʰi˩˥ əəə… əəə… ʁwɤ˧qo˧ njæ˧sɯ˩kv̩˩ bi˧ ɖɯ˧ʑi˩ɳɯ˩ ɖɯ˧v̩˧ bi˩ ʈʰææ̃˧ tʰi˧qo˩ əəə… tʰi˧dzi˩ ʈʂʰɯ˧ne˧ʝi˥ ŋv̩˩kv̩˩˥ mæ˩	['ʈʂʰɯ˧ne˧ʝi˥', 'le˧ʈʂʰo˥', 'le˧ʈʂʰo˥dʑo˩', 'tʰi˩˥', 'əəə…', 'ʁwɤ˧', 'ʁwɤ˧qo˧', 'njæ˧sɯ˩kv̩˩', 'bi˧', 'ɖɯ˧ʑi˩ɳɯ˩', 'ɖɯ˧v̩˧', 'bi˧', 'ʈʰææ̃˧', 'tʰi˧g', 'əəə…', 'tʰi˧dzi˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'ŋv̩˩', 'kv̩˩˥', 'mæ˩']	['ʈʂʰɯ˧ne˧ʝi˥', 'le˧ʈʂʰo˥', 'le˧ʈʂʰo˥', 'dʑo˩', 'tʰi˩˥', 'əəə…', 'əəə…', 'ʁwɤ˧qo˧', 'njæ˧sɯ˩kv̩˩', 'bi˧', 'ɖɯ˧ʑi˩ɳɯ˩', 'ɖɯ˧v̩˧', 'bi˩', 'ʈʰææ̃˧', 'tʰi˧qo˩', 'əəə…', 'tʰi˧dzi˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'ŋv̩˩kv̩˩˥', 'mæ˩']	0	0.9463087248322147	[1.0, 1.0, 0.8, 0.2222222222222222, 0.0, 0.0, 0.0, 0.1111111111111111, 0.14285714285714285, 0.16666666666666666, 0.4, 0.2222222222222222, 0.0, 0.36363636363636365, 0.0, 0.0, 0.3157894736842105, 0.0, 0.7142857142857143, 1.0]	0.3229395458342827
lɑ˧tʰɑ˧di˧ɳɯ˥ tʰi˩˥ ə˧lɑ˧ʁwɤ˧ dzi˩	lɑ˧tʰɑ˧di˧ɳɯ˥ tʰi˩˥ ə˧lɑ˧ʁwɤ˧ dzi˩	['lɑ˧tʰɑ˧di˧ɳɯ˥', 'tʰi˩˥', 'ə˧lɑ˧ʁwɤ˧', 'dzi˩']	['lɑ˧tʰɑ˧di˧ɳɯ˥', 'tʰi˩˥', 'ə˧lɑ˧ʁwɤ˧', 'dzi˩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
zo˩no˥ kʰv̩˩mi˩ki˥ pʰv̩˧ɖɯ˧ mɤ˧ʝi˥ pi˧dʑo˩ dʑɤ˩ mɤ˧kv̩˧pi˥zo˩	zo˩no˥ kʰv̩˩mi˩ki˥ pʰv̩˧ɖɯ˧ mɤ˧ʝi˥ pi˧dʑo˩ dʑɤ˩ mɤ˧kv̩˧ pi˧zo˩	['zo˩no˥', 'kʰv̩˩mi˩ki˥', 'pʰv̩˧ɖɯ˧', 'mɤ˧ʝi˥', 'pi˧dʑo˩', 'dʑɤ˩', 'mɤ˧kv̩˧pi˥zo˩']	['zo˩no˥', 'kʰv̩˩mi˩ki˥', 'pʰv̩˧ɖɯ˧', 'mɤ˧ʝi˥', 'pi˧dʑo˩', 'dʑɤ˩', 'mɤ˧kv̩˧', 'pi˧zo˩']	1	0.975609756097561	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7]	0.9571428571428572
ʂɯ˧tsʰi˩ hõ˩tsʰi˩kʰv̩˩ ɖɯ˩bi˩ õ˧bv̩˥õ˩ ɲi˩ze˩	ʂɯ˧tsʰi˩ hõ˩tsʰi˧kʰv̩˥hĩ˩ õ˧bv̩˥õ˩ ɲi˩ze˩	['ʂɯ˧tsʰi˩', 'hõ˩tsʰi˩kʰv̩˩', 'ɖɯ˩bi˩', 'õ˧bv̩˥õ˩', 'ɲi˩ze˩']	['ʂɯ˧tsʰi˩', 'hõ˩tsʰi˧kʰv̩˥hĩ˩', 'õ˧bv̩˥õ˩', 'ɲi˩ze˩']	-1	0.8817204301075269	[1.0, 0.8125, 0.25, 0.125, 0.0]	0.4375
əəə… bæ˩bæ˩ bæ˥pi˩ tsʰe˧tʰv̩˧ kv̩˧hĩ˥ ɖɯ˧ʁo˩ dʑo˩dʑo˩ õ˧tʰv̩˧ʁo˥hĩ˩tʰv̩˩	əəə… bæ˩bæ˩˥ pi˧ tsʰe˧tʰv̩˧ kv̩˧hĩ˥ ɖɯ˩ʁo˩ dʑo˩dʑo˩ õ˧tʰv̩˧ ʁo˧tʰo˩	['əəə…', 'bæ˩bæ˩', 'bæ˥pi˩', 'tsʰe˧tʰv̩˧', 'kv̩˧hĩ˥', 'ɖɯ˧ʁo˩', 'dʑo˩dʑo˩', 'õ˧tʰv̩˧ʁo˥hĩ˩tʰv̩˩']	['əəə…', 'bæ˩bæ˩˥', 'pi˧', 'tsʰe˧tʰv̩˧', 'kv̩˧hĩ˥', 'ɖɯ˩ʁo˩', 'dʑo˩dʑo˩', 'õ˧tʰv̩˧', 'ʁo˧tʰo˩']	1	0.875	[1.0, 0.9230769230769231, 0.4444444444444444, 1.0, 1.0, 0.8333333333333334, 1.0, 0.5714285714285714]	0.846535409035409
tʰi˩˥ ʈʰæ˧mi˧ɳɯ˩ di˩li˩ʁo˩bv̩˥dʑo˩ le˧tɕɤ˧˥	tʰi˩˥ ʈʰææ̃˧ di˩li˩ʁo˩bv̩˥ dʑo˩ le˧tɕɤ˧˥	['tʰi˩˥', 'ʈʰæ˧mi˧ɳɯ˩', 'di˩li˩ʁo˩bv̩˥dʑo˩', 'le˧tɕɤ˧˥']	['tʰi˩˥', 'ʈʰææ̃˧', 'di˩li˩ʁo˩bv̩˥', 'dʑo˩', 'le˧tɕɤ˧˥']	1	0.891566265060241	[1.0, 0.5, 0.8666666666666667, 0.0]	0.5916666666666667
ʂe˩mo˧ ɲi˥pi˩ ɖɯ˧ʁo˩ dʑo˩kv̩˩ zo˩no˥ ɖwæ˧˥ pʰv̩˧ɖɯ˧hĩ˥ tʰv̩˩ʁo˩dʑo˩ ʂe˩mo˧ ɲi˥ pi˧kv̩˩mæ˩	ʂe˩mo˧pi˥ pi˩ ɖɯ˧ʁo˩ dʑo˩kv̩˩ zo˩no˥ ɖwæ˧˥ pʰv̩˧ɖɯ˧hĩ˥ tʰv̩˩qo˩dʑo˩ ʂe˩mo˧pi˥ pi˩kv̩˩mæ˩	['ʂe˩mo˧', 'ɲi˥pi˩', 'ɖɯ˧ʁo˩', 'dʑo˩kv̩˩', 'zo˩no˥', 'ɖwæ˧˥', 'pʰv̩˧ɖɯ˧hĩ˥', 'tʰv̩˩ʁo˩dʑo˩', 'ʂe˩mo˧', 'ɲi˥', 'pi˧kv̩˩mæ˩']	['ʂe˩mo˧pi˥', 'pi˩', 'ɖɯ˧ʁo˩', 'dʑo˩kv̩˩', 'zo˩no˥', 'ɖwæ˧˥', 'pʰv̩˧ɖɯ˧hĩ˥', 'tʰv̩˩qo˩dʑo˩', 'ʂe˩mo˧pi˥', 'pi˩kv̩˩mæ˩']	-1	0.9385474860335196	[0.8, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9166666666666666, 0.8, 0.15384615384615385, 0.0]	0.757925407925408
tʰi˩˥ əəə… õ˧tʰv̩˧ əəə… ə˧pʰv̩˧dʑo˧ ə˧pʰv̩˧ ɲi˩ze˩mæ˩ ə˩gi˩ njæ˧sɯ˩kv̩˩ ə˧pʰv̩˧ ə˧ʑi˧˥ ə˧pʰv̩˧ ɲi˩ze˩mæ˩ tʰv̩˧sɯ˩kv̩˩ zo˧mv̩˥ mɤ˧dʑo˩ɲi˩ze˩mæ˩	tʰi˩˥ əəə… õ˧tʰv̩˧ əəə… ə˧pʰv̩˧ dʑo˧ ə˧pʰv̩˧ ɲi˩ze˩mæ˩ ə˩gi˩ njæ˧sɯ˩kv̩˩ ə˧pʰv̩˧ ə˧ʑi˧˥ ə˧pʰv̩˧ ki˩zo˩kv̩˩ zo˧mv̩˥ mɤ˧dʑo˩ɲi˩ze˩mæ˩	['tʰi˩˥', 'əəə…', 'õ˧tʰv̩˧', 'əəə…', 'ə˧pʰv̩˧dʑo˧', 'ə˧pʰv̩˧', 'ɲi˩ze˩mæ˩', 'ə˩gi˩', 'njæ˧sɯ˩kv̩˩', 'ə˧pʰv̩˧', 'ə˧ʑi˧˥', 'ə˧pʰv̩˧', 'ɲi˩ze˩mæ˩', 'tʰv̩˧sɯ˩kv̩˩', 'zo˧mv̩˥', 'mɤ˧dʑo˩ɲi˩ze˩mæ˩']	['tʰi˩˥', 'əəə…', 'õ˧tʰv̩˧', 'əəə…', 'ə˧pʰv̩˧', 'dʑo˧', 'ə˧pʰv̩˧', 'ɲi˩ze˩mæ˩', 'ə˩gi˩', 'njæ˧sɯ˩kv̩˩', 'ə˧pʰv̩˧', 'ə˧ʑi˧˥', 'ə˧pʰv̩˧', 'ki˩zo˩kv̩˩', 'zo˧mv̩˥', 'mɤ˧dʑo˩ɲi˩ze˩mæ˩']	0	0.9381818181818182	[1.0, 1.0, 1.0, 1.0, 0.7777777777777778, 0.18181818181818182, 0.0, 0.2857142857142857, 0.25, 0.3333333333333333, 0.46153846153846156, 0.46153846153846156, 0.0, 0.45454545454545453, 1.0, 1.0]	0.5753916222666222
li˧hɯ˧ dʑo˥ ɲi˧zo˧ ʈʂʰɯ˧ qʰɑ˧ɖɯ˧mi˧hĩ˧ ɖɯ˧mi˩ tʰi˧dʑo˩ pi˧tsɯ˩ mv̩˩	li˧hɯ˧ dʑo˩ ɲi˧zo˧ ʈʂʰɯ˧ qʰɑ˧ɖɯ˧gv̩˧ ɖɯ˧mi˩ tʰi˧dʑo˩ pi˧tsɯ˩mv̩˩	['li˧hɯ˧', 'dʑo˥', 'ɲi˧zo˧', 'ʈʂʰɯ˧', 'qʰɑ˧ɖɯ˧mi˧hĩ˧', 'ɖɯ˧mi˩', 'tʰi˧dʑo˩', 'pi˧tsɯ˩', 'mv̩˩']	['li˧hɯ˧', 'dʑo˩', 'ɲi˧zo˧', 'ʈʂʰɯ˧', 'qʰɑ˧ɖɯ˧gv̩˧', 'ɖɯ˧mi˩', 'tʰi˧dʑo˩', 'pi˧tsɯ˩mv̩˩']	-1	0.9090909090909091	[1.0, 0.75, 1.0, 1.0, 0.64, 1.0, 1.0, 0.7777777777777778, 0.0]	0.7964197530864198
dʑɤ˩tsʰo˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ mmm… dʑo˩ kɤ˧kɤ˩ tʰi˧dzi˩dʑo˩	dʑɤ˩tsʰo˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ kɤ˧kɤ˩ tʰi˧dzi˩dʑo˩	['dʑɤ˩tsʰo˧dʑo˧', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'mmm…', 'dʑo˩', 'kɤ˧kɤ˩', 'tʰi˧dzi˩dʑo˩']	['dʑɤ˩tsʰo˧dʑo˧', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'kɤ˧kɤ˩', 'tʰi˧dzi˩dʑo˩']	-2	0.9423076923076923	[1.0, 0.8461538461538461, 0.0, 0.5, 0.0, 0.0]	0.391025641025641
jɤ˧ŋɤ˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ hæ̃˩bɑ˥lɑ˩	jɤ˧ŋɤ˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ hæ̃˩bɑ˥lɑ˩	['jɤ˧ŋɤ˧dʑo˧', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'hæ̃˩bɑ˥lɑ˩']	['jɤ˧ŋɤ˧dʑo˧', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'hæ̃˩bɑ˥lɑ˩']	0	1.0	[1.0, 1.0, 1.0]	1.0
