Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
ə˧mv̩˧ɳɯ˥ ʈʂʰɯ˧ne˧ʝi˥ pi˧ɲi˥tsɯ˩ mv̩˩	ə˧mv̩˧ɳɯ˥ ʈʂʰɯ˧ne˧ʝi˥ pi˧ɲi˥tsɯ˩ mv̩˩	['ə˧mv̩˧ɳɯ˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'pi˧ɲi˥tsɯ˩', 'mv̩˩']	['ə˧mv̩˧ɳɯ˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'pi˧ɲi˥tsɯ˩', 'mv̩˩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
əəə… bv̩˧ʐv̩˧ ʝi˧ æ̃˩ so˥kʰv̩˩ pi˩ mv̩˧bv̩˧ mv̩˧gv̩˧ ʑi˧˥ hwɤ˧ so˧kʰv̩˥ pi˧	ĩ˧ bv̩˧ʐv̩˧ ʝi˧ æ̃˩so˧kʰv̩˩ pi˩ mv̩˧bv̩˧ mv̩˧gv̩˧ʑi˥ hwɤ˧ so˧kʰv̩˥ pi˩	['əəə…', 'bv̩˧ʐv̩˧', 'ʝi˧', 'æ̃˩', 'so˥kʰv̩˩', 'pi˩', 'mv̩˧bv̩˧', 'mv̩˧gv̩˧', 'ʑi˧˥', 'hwɤ˧', 'so˧kʰv̩˥', 'pi˧']	['ĩ˧', 'bv̩˧ʐv̩˧', 'ʝi˧', 'æ̃˩so˧kʰv̩˩', 'pi˩', 'mv̩˧bv̩˧', 'mv̩˧gv̩˧ʑi˥', 'hwɤ˧', 'so˧kʰv̩˥', 'pi˩']	-2	0.9041095890410958	[0.0, 1.0, 1.0, 0.42857142857142855, 0.18181818181818182, 0.0, 0.7368421052631579, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]	0.320602642971064
tsʰæ˧pʰv̩˧˥ dʑo˩ dʑo˧mɤ˧kv̩˧˥ ə˧ʝi˧ʂɯ˥ʝi˩ v̩˩tsʰɤ˧tsʰɑ˧nɑ˥	tsʰɑ˧pʰv̩˧˥dʑo˩ dʑo˧mɤ˧kv̩˧˥ ˧ʝi˧ʂɯ˥ʝi˩ v̩˩tsʰɤ˧tsʰɤ˧nɑ˥	['tsʰæ˧pʰv̩˧˥', 'dʑo˩', 'dʑo˧mɤ˧kv̩˧˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'v̩˩tsʰɤ˧tsʰɑ˧nɑ˥']	['tsʰɑ˧pʰv̩˧˥dʑo˩', 'dʑo˧mɤ˧kv̩˧˥', '˧ʝi˧ʂɯ˥ʝi˩', 'v̩˩tsʰɤ˧tsʰɤ˧nɑ˥']	-1	0.9473684210526315	[0.7692307692307693, 0.375, 0.2727272727272727, 0.2222222222222222, 0.0]	0.3278360528360528
tɕɤ˧qʰɑ˧mo˩ kʰwɤ˧pʰv̩˧mo˧ pi˥hĩ˩tʰv̩˩ kʰwɤ˧pʰv̩˧lɑ˧ tɕɤ˧qʰɑ˧ tʰi˧di˥hĩ˩ tʰv̩˩qo˩dʑo˩ mo˧ʈʂʰɯ˥ ɖɯ˧ʈɻ̍˩ɖɯ˩ʈɻ̍˩ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧di˩kv̩˩mv̩˩	tɕɤ˧qʰɑ˧mo˩ kʰwɤ˧pʰv̩˧mo˧ pi˥hĩ˩ tʰv̩˩ kʰwɤ˧pʰv̩˧lɑ˧ tɕɤ˩qʰɑ˧ tʰi˧di˥hĩ˩ tʰv̩˧qo˧dʑo˧ mo˧ʈʂʰɯ˥ ɖɯ˧ʈv̩˩ɖv̩˩ʈv̩˩zo˩ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧di˩kv̩˩mv̩˩	['tɕɤ˧qʰɑ˧mo˩', 'kʰwɤ˧pʰv̩˧mo˧', 'pi˥hĩ˩tʰv̩˩', 'kʰwɤ˧pʰv̩˧lɑ˧', 'tɕɤ˧qʰɑ˧', 'tʰi˧di˥hĩ˩', 'tʰv̩˩qo˩dʑo˩', 'mo˧ʈʂʰɯ˥', 'ɖɯ˧ʈɻ̍˩ɖɯ˩ʈɻ̍˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧di˩kv̩˩mv̩˩']	['tɕɤ˧qʰɑ˧mo˩', 'kʰwɤ˧pʰv̩˧mo˧', 'pi˥hĩ˩', 'tʰv̩˩', 'kʰwɤ˧pʰv̩˧lɑ˧', 'tɕɤ˩qʰɑ˧', 'tʰi˧di˥hĩ˩', 'tʰv̩˧qo˧dʑo˧', 'mo˧ʈʂʰɯ˥', 'ɖɯ˧ʈv̩˩ɖv̩˩ʈv̩˩zo˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧di˩kv̩˩mv̩˩']	1	0.9181494661921709	[1.0, 1.0, 0.7368421052631579, 0.3333333333333333, 0.47619047619047616, 0.3157894736842105, 0.34782608695652173, 0.2, 0.2727272727272727, 0.13793103448275862, 0.23076923076923078]	0.4592190012188147
ɖwæ˧˥ so˩kv̩˩˥	ʈwæ˧˥ so˩kv̩˩˥	['ɖwæ˧˥', 'so˩kv̩˩˥']	['ʈwæ˧˥', 'so˩kv̩˩˥']	0	0.9285714285714286	[0.8, 1.0]	0.9
ʑi˧ʁæ˧ dzi˧˥ ʑi˧ʁæ˧ dzi˧pi˥ zo˩no˧ne˩ʝi˩zo˩ əəə… tʰɑ˧v̩˥ tʰææ̃˧ mɤ˧di˥	ʑi˩ʁæ˩ dzi˩˥ ʑi˧ʁæ˧dzɯ˧ pi˥ əzo˩no˧ni˩zo˩ əə… tʰɑ˩v̩˧ ʈʰææ̃˧ mɤ˧di˧	['ʑi˧ʁæ˧', 'dzi˧˥', 'ʑi˧ʁæ˧', 'dzi˧pi˥', 'zo˩no˧ne˩ʝi˩zo˩', 'əəə…', 'tʰɑ˧v̩˥', 'tʰææ̃˧', 'mɤ˧di˥']	['ʑi˩ʁæ˩', 'dzi˩˥', 'ʑi˧ʁæ˧dzɯ˧', 'pi˥', 'əzo˩no˧ni˩zo˩', 'əə…', 'tʰɑ˩v̩˧', 'ʈʰææ̃˧', 'mɤ˧di˧']	0	0.8321167883211679	[0.6666666666666666, 0.8, 0.75, 0.6, 0.8571428571428571, 0.8571428571428571, 0.7142857142857143, 0.8333333333333334, 0.8333333333333334]	0.767989417989418
ɖɯ˧v̩˧ ɖɯ˧ɭɯ˧ hwæ˥ le˧po˧jo˥kv̩˩mæ˩	ɖɯ˧v̩˧ɖɯ˧ɭɯ˧ hwæ˥ le˧po˧jo˥kv̩˩mæ˩	['ɖɯ˧v̩˧', 'ɖɯ˧ɭɯ˧', 'hwæ˥', 'le˧po˧jo˥kv̩˩mæ˩']	['ɖɯ˧v̩˧ɖɯ˧ɭɯ˧', 'hwæ˥', 'le˧po˧jo˥kv̩˩mæ˩']	-1	0.9855072463768116	[0.6666666666666666, 0.0, 0.1, 0.0]	0.19166666666666665
tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ se˧kʰɯ˩ ʁo˧ni˥ ʁo˧qʰwɤ˩ ʂæ˩hĩ˩	tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ se˧kʰɯ˩ ʁo˧ni˥ ʁo˧qʰwɤ˧ ʂæ˧hĩ˩	['tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'se˧kʰɯ˩', 'ʁo˧ni˥', 'ʁo˧qʰwɤ˩', 'ʂæ˩hĩ˩']	['tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'se˧kʰɯ˩', 'ʁo˧ni˥', 'ʁo˧qʰwɤ˧', 'ʂæ˧hĩ˩']	0	0.9591836734693877	[1.0, 1.0, 1.0, 1.0, 0.875, 0.8571428571428571]	0.9553571428571428
hæ˧ so˩zo˩ ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧qo˧ tʰv̩˧dʑo˥ dʑɯ˩ʁo˩˥ qʰwæ˩kɤ˩˥ qʰwæ˩kɤ˩ʈʂʰɯ˥ le˧hæ̃˧ le˥po˩jo˩ mmm… v̩˩tsʰɤ˧lv̩˧bv̩˧ le˧gv̩˩	hæ˧so˩zo˩ ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧qo˧ tʰv̩˧dʑo˥ dʑɯ˩ʁo˩˥ qʰæ˩ kɤ˩˥ qʰwæ˩ kɤ˩ʈʂʰɯ˥ le˧hæ̃˧le˥po˩jo˩ mm… v̩˩tsʰɤ˧lv̩˧bv̩˧ le˧gv̩˩	['hæ˧', 'so˩zo˩', 'ɖɯ˧ɬi˧mi˧', 'ɲi˧ɬi˧mi˧qo˧', 'tʰv̩˧dʑo˥', 'dʑɯ˩ʁo˩˥', 'qʰwæ˩kɤ˩˥', 'qʰwæ˩kɤ˩ʈʂʰɯ˥', 'le˧hæ̃˧', 'le˥po˩jo˩', 'mmm…', 'v̩˩tsʰɤ˧lv̩˧bv̩˧', 'le˧gv̩˩']	['hæ˧so˩zo˩', 'ɖɯ˧ɬi˧mi˧', 'ɲi˧ɬi˧mi˧qo˧', 'tʰv̩˧dʑo˥', 'dʑɯ˩ʁo˩˥', 'qʰæ˩', 'kɤ˩˥', 'qʰwæ˩', 'kɤ˩ʈʂʰɯ˥', 'le˧hæ̃˧le˥po˩jo˩', 'mm…', 'v̩˩tsʰɤ˧lv̩˧bv̩˧', 'le˧gv̩˩']	0	0.975609756097561	[0.5, 0.0, 0.6666666666666666, 0.19047619047619047, 0.47058823529411764, 0.16666666666666666, 0.6153846153846154, 0.5555555555555556, 0.0, 0.72, 0.8571428571428571, 1.0, 1.0]	0.5186523682451284
ʑi˧mi˧ tɕʰo˧kʰi˥ɲi˩ pi˧kv̩˩ mæ˩	ʑi˧mi˧ tɕʰo˧kʰi˥ɲi˩ pi˧kv̩˩ mæ˩	['ʑi˧mi˧', 'tɕʰo˧kʰi˥ɲi˩', 'pi˧kv̩˩', 'mæ˩']	['ʑi˧mi˧', 'tɕʰo˧kʰi˥ɲi˩', 'pi˧kv̩˩', 'mæ˩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
wɤ˩˥ sɑ˧ le˧ɲi˩ le˧ɲi˩ le˧ɲi˩ tʰi˩˥ ɣɯ˧ le˧dɑ˩ le˧dɑ˩ ho˧di˧ tɕʰi˧bi˧kv̩˧˥ mæ˩	wɤ˩˥ sɑ˧ le˧ɲi˩ le˧ɲi˩ le˧ɲi˩ tʰi˩˥ ɣɯ˧ le˧dɑ˩ le˧dɑ˩ ho˧di˧ tɕʰi˧bi˧kv̩˧˥ mæ˩	['wɤ˩˥', 'sɑ˧', 'le˧ɲi˩', 'le˧ɲi˩', 'le˧ɲi˩', 'tʰi˩˥', 'ɣɯ˧', 'le˧dɑ˩', 'le˧dɑ˩', 'ho˧di˧', 'tɕʰi˧bi˧kv̩˧˥', 'mæ˩']	['wɤ˩˥', 'sɑ˧', 'le˧ɲi˩', 'le˧ɲi˩', 'le˧ɲi˩', 'tʰi˩˥', 'ɣɯ˧', 'le˧dɑ˩', 'le˧dɑ˩', 'ho˧di˧', 'tɕʰi˧bi˧kv̩˧˥', 'mæ˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
zo˩no˥ ʈæ˧bɤ˧ki˥lɑ˩ qʰæ˩ze˩	zo˩no˥ ʈæ˧bɤ˧ki˧lɑ˩ qʰæ˩ze˩	['zo˩no˥', 'ʈæ˧bɤ˧ki˥lɑ˩', 'qʰæ˩ze˩']	['zo˩no˥', 'ʈæ˧bɤ˧ki˧lɑ˩', 'qʰæ˩ze˩']	0	0.9629629629629629	[1.0, 0.9166666666666666, 1.0]	0.9722222222222222
wɤ˩˥ tʰi˧tɕɯ˥kv̩˩ze˩ mæ˩ ʝi˧ le˧lv̩˩ tʰi˧tɕɯ˥	wɤ˩˥ tʰi˧tɕɯ˧kv̩˥ze˩ mæ˩ ʝi˧ le˧lv̩˩ tʰi˧tɕɯ˥	['wɤ˩˥', 'tʰi˧tɕɯ˥kv̩˩ze˩', 'mæ˩', 'ʝi˧', 'le˧lv̩˩', 'tʰi˧tɕɯ˥']	['wɤ˩˥', 'tʰi˧tɕɯ˧kv̩˥ze˩', 'mæ˩', 'ʝi˧', 'le˧lv̩˩', 'tʰi˧tɕɯ˥']	0	0.9555555555555556	[1.0, 0.8666666666666667, 1.0, 1.0, 1.0, 1.0]	0.9777777777777777
æ˧ʂæ˧tɑ˩mv̩˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩mæ˩ ɑ˩ʁo˧ mv̩˩zo˩ɻæ˩ɳɯ˥ le˧ʈʂæ˧ gɤ˩mɤ˧ʈi˩	æ˧ʂæ˧tɑ˩mv̩˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩mæ˩ ɑ˩ʁo˧ mv̩˩zo˩ ɻæ˩ɳɯ˥ le˧ʈʂæ˧kɤ˩wɤ˩˥ʝi	['æ˧ʂæ˧tɑ˩mv̩˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'pi˧kv̩˩mæ˩', 'ɑ˩ʁo˧', 'mv̩˩zo˩ɻæ˩ɳɯ˥', 'le˧ʈʂæ˧', 'gɤ˩mɤ˧ʈi˩']	['æ˧ʂæ˧tɑ˩mv̩˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'pi˧kv̩˩mæ˩', 'ɑ˩ʁo˧', 'mv̩˩zo˩', 'ɻæ˩ɳɯ˥', 'le˧ʈʂæ˧kɤ˩wɤ˩˥ʝi']	0	0.9178082191780822	[1.0, 1.0, 1.0, 1.0, 0.7, 0.15384615384615385, 0.32]	0.7391208791208791
gv̩˩pʰæ˩˥ ɲi˧tv̩˧pʰæ˧˥ so˧tv̩˧pʰæ˧˥ õ˧ʈʂʰɯ˧ne˧ʝi˥ le˧dɑ˧˥ dʑɯ˩ʁo˩˥ tʰi˧tɕɯ˥dʑo˩ tʰi˩˥ le˧po˧tsʰɯ˧˥ dʑo˩ tʰi˩˥ gv̩˩pʰæ˩˥ le˧ ɖɯ˧tv̩˧ ɲi˧tv̩˧ le˧po˧tsʰɯ˧˥ ɑ˩ʁo˧ mmm… tʰi˩˥ tʰi˧tɕɯ˥	gv̩˩pʰæ˧˥ ɲi˧tv̩˧pʰæ˧˥ so˧tv̩˧pʰæ˧˥ õ˧ʈʂʰɯ˧ne˧ʝi˥ le˧dɑ˧˥ dzɯ˩ʁo˩˥ tʰi˧tɕɯ˥ dʑo˩ tʰi˩˥ le˧po˧tsʰɯ˧˥ dʑo˩ tʰi˩˥ gv̩˩pʰæ˧ le˧ ɖɯ˧tv̩˧ ɲi˧tv̩˧ le˧po˧tsʰɯ˧˥ ɑ˩ʁo˧ mm… tʰi˩˥ tʰi˧tɕɯ˥	['gv̩˩pʰæ˩˥', 'ɲi˧tv̩˧pʰæ˧˥', 'so˧tv̩˧pʰæ˧˥', 'õ˧ʈʂʰɯ˧ne˧ʝi˥', 'le˧dɑ˧˥', 'dʑɯ˩ʁo˩˥', 'tʰi˧tɕɯ˥dʑo˩', 'tʰi˩˥', 'le˧po˧tsʰɯ˧˥', 'dʑo˩', 'tʰi˩˥', 'gv̩˩pʰæ˩˥', 'le˧', 'ɖɯ˧tv̩˧', 'ɲi˧tv̩˧', 'le˧po˧tsʰɯ˧˥', 'ɑ˩ʁo˧', 'mmm…', 'tʰi˩˥', 'tʰi˧tɕɯ˥']	['gv̩˩pʰæ˧˥', 'ɲi˧tv̩˧pʰæ˧˥', 'so˧tv̩˧pʰæ˧˥', 'õ˧ʈʂʰɯ˧ne˧ʝi˥', 'le˧dɑ˧˥', 'dzɯ˩ʁo˩˥', 'tʰi˧tɕɯ˥', 'dʑo˩', 'tʰi˩˥', 'le˧po˧tsʰɯ˧˥', 'dʑo˩', 'tʰi˩˥', 'gv̩˩pʰæ˧', 'le˧', 'ɖɯ˧tv̩˧', 'ɲi˧tv̩˧', 'le˧po˧tsʰɯ˧˥', 'ɑ˩ʁo˧', 'mm…', 'tʰi˩˥', 'tʰi˧tɕɯ˥']	1	0.9747899159663865	[0.8888888888888888, 1.0, 1.0, 1.0, 1.0, 0.875, 0.8, 0.2222222222222222, 0.35294117647058826, 0.125, 0.2222222222222222, 0.42857142857142855, 0.18181818181818182, 0.2, 0.7142857142857143, 0.3157894736842105, 0.23529411764705882, 0.0, 0.0, 0.6153846153846154]	0.5088709020597566
ə˧lɑ˧ʁwɤ˧ dzi˩kʰɯ˩dʑo˩ tʰi˩˥ mmm… sɯ˧pʰi˧ ə˧tso˧ mɤ˧ɲi˩ sɯ˧pʰi˧ɳɯ˧ ə˧lɑ˧ʁwɤ˧ dzi˩kʰɯ˩ tʰi˩˥ sɯ˧pʰi˧lo˧ ʝi˧	ə˧lɑ˧ʁwɤ˧ dzi˩kʰɯ˩ dʑo˩ tʰi˩˥ mm… sɯ˧pʰi˧ ə˧tso˧ mɤ˧ɲi˩ sɯ˧pʰi˧ɳɯ˧ lɑ˧ʁwɤ˧ dzi˩kʰɯ˩ tʰi˩˥ sɯ˧pʰi˧lo˧ ʝi˧	['ə˧lɑ˧ʁwɤ˧', 'dzi˩kʰɯ˩dʑo˩', 'tʰi˩˥', 'mmm…', 'sɯ˧pʰi˧', 'ə˧tso˧', 'mɤ˧ɲi˩', 'sɯ˧pʰi˧ɳɯ˧', 'ə˧lɑ˧ʁwɤ˧', 'dzi˩kʰɯ˩', 'tʰi˩˥', 'sɯ˧pʰi˧lo˧', 'ʝi˧']	['ə˧lɑ˧ʁwɤ˧', 'dzi˩kʰɯ˩', 'dʑo˩', 'tʰi˩˥', 'mm…', 'sɯ˧pʰi˧', 'ə˧tso˧', 'mɤ˧ɲi˩', 'sɯ˧pʰi˧ɳɯ˧', 'lɑ˧ʁwɤ˧', 'dzi˩kʰɯ˩', 'tʰi˩˥', 'sɯ˧pʰi˧lo˧', 'ʝi˧']	1	0.9809523809523809	[1.0, 0.8, 0.2222222222222222, 0.0, 0.0, 0.3076923076923077, 0.16666666666666666, 0.25, 0.3157894736842105, 0.0, 0.3076923076923077, 0.26666666666666666, 0.3076923076923077]	0.30341707325512995
tʰi˩˥ õ˧bv̩˥õ˩ ɖʐo˧ qæ˧do˧ tʰi˥di˩hĩ˩ tʰv̩˧kʰwɤ˧ gɤ˥ʑi˩	tʰi˩˥ õ˧bv̩˥õ˩ ɖʐo˧ qæ˧do˧ tʰi˧di˩hĩ˩ tʰɯ˩kʰwɤ˧ gɤ˧ʑi˩	['tʰi˩˥', 'õ˧bv̩˥õ˩', 'ɖʐo˧', 'qæ˧do˧', 'tʰi˥di˩hĩ˩', 'tʰv̩˧kʰwɤ˧', 'gɤ˥ʑi˩']	['tʰi˩˥', 'õ˧bv̩˥õ˩', 'ɖʐo˧', 'qæ˧do˧', 'tʰi˧di˩hĩ˩', 'tʰɯ˩kʰwɤ˧', 'gɤ˧ʑi˩']	0	0.9217391304347826	[1.0, 1.0, 1.0, 1.0, 0.9090909090909091, 0.7368421052631579, 0.8333333333333334]	0.9256094782410572
tʰi˩˥ kv̩˧ ʈʂʰɯ˧dʑo˩ mo˧bv̩˥ zo˩no˥ ʈʂʰæ˧ɣɯ˧ ɲi˥ pi˧zo˩ ə˩gi˩	tʰi˩˥ kv̩˧ʈʂʰɯ˧dʑo˩ mo˧bv̩˥ zo˩no˥ ʈʂʰæ˧ɣɯ˧ ɲi˥ pi˧zo˩ ə˩gi˩	['tʰi˩˥', 'kv̩˧', 'ʈʂʰɯ˧dʑo˩', 'mo˧bv̩˥', 'zo˩no˥', 'ʈʂʰæ˧ɣɯ˧', 'ɲi˥', 'pi˧zo˩', 'ə˩gi˩']	['tʰi˩˥', 'kv̩˧ʈʂʰɯ˧dʑo˩', 'mo˧bv̩˥', 'zo˩no˥', 'ʈʂʰæ˧ɣɯ˧', 'ɲi˥', 'pi˧zo˩', 'ə˩gi˩']	-1	0.9917355371900827	[1.0, 0.47058823529411764, 0.125, 0.3076923076923077, 0.0, 0.0, 0.2222222222222222, 0.36363636363636365, 0.0]	0.27657101431611236
ʐo˩dzɯ˩˥ wɤ˩˥ ʐwæ˧tɕi˥ le˧pʰv̩˧˥ wɤ˩˥ ɖɯ˧ʂɯ˩ dzɯ˩ wɤ˩˥ ʐwæ˧ ɖɯ˧lv̩˧˥ wɤ˩˥ ɖɯ˧ʂɯ˩ ʈʂæ˩	ʐo˩ dzɯ˩˥ wɤ˩˥ ʐwæ˧ tɕɯ˧ le˧pʰv̩˧˥ wɤ˩˥ ɖɯ˧ʂɯ˩ dzɯ˩ wɤ˩˥ ʐwæ˧ ɖɯ˧lv̩˧˥ wɤ˩˥ ɖɯ˧ʂɯ˩ ʈʂæ˩	['ʐo˩dzɯ˩˥', 'wɤ˩˥', 'ʐwæ˧tɕi˥', 'le˧pʰv̩˧˥', 'wɤ˩˥', 'ɖɯ˧ʂɯ˩', 'dzɯ˩', 'wɤ˩˥', 'ʐwæ˧', 'ɖɯ˧lv̩˧˥', 'wɤ˩˥', 'ɖɯ˧ʂɯ˩', 'ʈʂæ˩']	['ʐo˩', 'dzɯ˩˥', 'wɤ˩˥', 'ʐwæ˧', 'tɕɯ˧', 'le˧pʰv̩˧˥', 'wɤ˩˥', 'ɖɯ˧ʂɯ˩', 'dzɯ˩', 'wɤ˩˥', 'ʐwæ˧', 'ɖɯ˧lv̩˧˥', 'wɤ˩˥', 'ɖɯ˧ʂɯ˩', 'ʈʂæ˩']	2	0.9651162790697675	[0.5454545454545454, 0.4444444444444444, 0.3333333333333333, 0.15384615384615385, 0.0, 0.13333333333333333, 0.25, 0.2, 0.0, 0.16666666666666666, 0.25, 0.42857142857142855, 0.25]	0.24274230043460812
qʰv̩˧˥ dʑo˩ tʰi˩˥ mi˩zɯ˩˥ ɖɯ˧v̩˧ dʑo˩tsɯ˩mv̩˩	qʰv̩˧˥ dʑo˩ tʰi˩˥ mi˩zɯ˩˥ ɖɯ˧v̩˧ dʑo˩tsɯ˩mv̩˩	['qʰv̩˧˥', 'dʑo˩', 'tʰi˩˥', 'mi˩zɯ˩˥', 'ɖɯ˧v̩˧', 'dʑo˩tsɯ˩mv̩˩']	['qʰv̩˧˥', 'dʑo˩', 'tʰi˩˥', 'mi˩zɯ˩˥', 'ɖɯ˧v̩˧', 'dʑo˩tsɯ˩mv̩˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ ʝi˧bi˧di˧ mɤ˧di˥	tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ ʝi˧bi˧di˧ mɤ˧di˧	['tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'ʝi˧bi˧di˧', 'mɤ˧di˥']	['tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'ʝi˧bi˧di˧', 'mɤ˧di˧']	0	0.9736842105263158	[1.0, 1.0, 1.0, 0.8333333333333334]	0.9583333333333334
ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧kʰwɤ˧ dʑo˧ gɯ˧ɳɯ˧ qʰæ˧dʑo˧ mɤ˧do˩ ə˩gi˩	ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧kʰwɤ˧ dʑo˥ gɤ˧ɳɯ˧ qʰæ˧ti˩ mɤ˧do˩ ə˩gi˩	['ʈʂʰɯ˧ne˧ʝi˥', 'ɖɯ˧kʰwɤ˧', 'dʑo˧', 'gɯ˧ɳɯ˧', 'qʰæ˧dʑo˧', 'mɤ˧do˩', 'ə˩gi˩']	['ʈʂʰɯ˧ne˧ʝi˥', 'ɖɯ˧kʰwɤ˧', 'dʑo˥', 'gɤ˧ɳɯ˧', 'qʰæ˧ti˩', 'mɤ˧do˩', 'ə˩gi˩']	0	0.897196261682243	[1.0, 1.0, 0.75, 0.8333333333333334, 0.5333333333333333, 1.0, 1.0]	0.8738095238095238
ə˧ʝi˧ʂɯ˥ʝi˩ ho˧di˧ mɤ˧ɲi˩ ʂe˧ʈʂe˩ dʑo˧mɤ˧kv̩˧pʰæ˥di˩ ʂe˧ʈʂe˩ hwæ˩ le˧po˧jo˥kv̩˩mæ˩	ə˧ʝi˧ʂɯ˥ʝi˩ ho˧di˧ mɤ˧ɲi˩ ʂe˧ʈʂʰɯ˩ dʑo˧mɤ˧kv̩˧pʰæ˥di˩ ʂe˧ʈʂe˩ hwæ˩ le˧po˧jo˥kv̩˩mæ˩	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ho˧di˧', 'mɤ˧ɲi˩', 'ʂe˧ʈʂe˩', 'dʑo˧mɤ˧kv̩˧pʰæ˥di˩', 'ʂe˧ʈʂe˩', 'hwæ˩', 'le˧po˧jo˥kv̩˩mæ˩']	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ho˧di˧', 'mɤ˧ɲi˩', 'ʂe˧ʈʂʰɯ˩', 'dʑo˧mɤ˧kv̩˧pʰæ˥di˩', 'ʂe˧ʈʂe˩', 'hwæ˩', 'le˧po˧jo˥kv̩˩mæ˩']	0	0.9818181818181818	[1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0]	0.975
ʂe˧pʰæ˩ ɖɯ˧pʰæ˧˥ tʰi˧kʰɯ˧˥	ʂe˧pʰæ˩ ɖɯ˧pʰæ˧ tʰi˥kʰɯ˩	['ʂe˧pʰæ˩', 'ɖɯ˧pʰæ˧˥', 'tʰi˧kʰɯ˧˥']	['ʂe˧pʰæ˩', 'ɖɯ˧pʰæ˧', 'tʰi˥kʰɯ˩']	0	0.88	[1.0, 0.9333333333333333, 0.7058823529411765]	0.8797385620915033
gv̩˧wo˥	ə˧zɯ˩ ɖɯ˧	['gv̩˧wo˥']	['ə˧zɯ˩', 'ɖɯ˧']	1	0.125	[0.16666666666666666]	0.16666666666666666
