Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
tʰi˩˥ v̩˩ dʑɯ˧ ʈʰɯ˧ ɖɯ˧kʰv̩˧˥ dʑo˩ so˧ɬi˧mi˧ɳɯ˧ hi˧ le˧gi˥ dʑo˩ ŋwɤ˩ɬi˩mi˩qʰv̩˥ɬi˩mi˩dʑo˩ hi˧ le˧gi˥ le˧gi˥ le˧gi˥zo˩	tʰi˩˥ v̩˩dʑɯ˩ʈʰɯ˥ ɖɯ˧kʰv̩˧˥ dʑo˩ so˧ɬi˧mi˧ ɳɯ˧ hi˧ le˧gi˥dʑo˩ ŋwɤ˩ɬi˩mi˩ qʰv̩˥ɬi˧mi˧dʑo˩ hi˧ le˧gi˧ le˧gi˧ le˧gi˥zo˩	tʰi v̩ dʑɯ ʈʰɯ ɖɯkʰv̩ dʑo soɬimiɳɯ hi legi dʑo ŋwɤɬimiqʰv̩ɬimidʑo hi legi legi legizo	tʰi v̩dʑɯʈʰɯ ɖɯkʰv̩ dʑo soɬimi ɳɯ hi legidʑo ŋwɤɬimi qʰv̩ɬimidʑo hi legi legi legizo	['tʰi', 'v̩', 'dʑɯ', 'ʈʰɯ', 'ɖɯkʰv̩', 'dʑo', 'soɬimiɳɯ', 'hi', 'legi', 'dʑo', 'ŋwɤɬimiqʰv̩ɬimidʑo', 'hi', 'legi', 'legi', 'legizo']	['tʰi', 'v̩dʑɯʈʰɯ', 'ɖɯkʰv̩', 'dʑo', 'soɬimi', 'ɳɯ', 'hi', 'legidʑo', 'ŋwɤɬimi', 'qʰv̩ɬimidʑo', 'hi', 'legi', 'legi', 'legizo']	-1	0.9704142011834319	[1.0, 0.4, 0.2222222222222222, 0.0, 0.0, 0.0, 0.2, 0.2222222222222222, 0.18181818181818182, 0.42857142857142855, 0.1, 0.3333333333333333, 1.0, 0.8, 0.0]	0.3258778258778259
tʰi˩˥ ʐɤ˩mi˩qo˥ hĩ˧ ɲi˥kv̩˩ ʁo˩pv̩˩dʑo˩	tʰi˩˥ ʑɤ˩mi˩qo˥ hĩ˧ ɲi˩ kv̩˩qo˩ pv̩˩ dʑo˩	tʰi ʐɤmiqo hĩ ɲikv̩ ʁopv̩dʑo	tʰi ʑɤmiqo hĩ ɲi kv̩qo pv̩ dʑo	['tʰi', 'ʐɤmiqo', 'hĩ', 'ɲikv̩', 'ʁopv̩dʑo']	['tʰi', 'ʑɤmiqo', 'hĩ', 'ɲi', 'kv̩qo', 'pv̩', 'dʑo']	2	0.8666666666666667	[1.0, 0.8333333333333334, 1.0, 0.5714285714285714, 0.46153846153846156]	0.7732600732600733
tʰi˩˥ ʈʂʰɯ˧qo˧ɳɯ˧ le˧hɯ˩ əəə… ʂwæ˧gv̩˧ki˧ tʰv̩˧dʑo˩ ʂwæ˧gv̩˧ʈʂʰɯ˧dʑo˩ tʰi˩˥ ɲi˧mi˧ tʰi˧qʰæ˧˥ kwɤ˩tɕɯ˩lɑ˩ ɬi˧di˩di˩mi˩qo˩dʑo˩ ɲi˧mi˧dʑo˥ kɤ˧mi˧ kɤ˧mv̩˧ki˥ɳɯ˩ gɤ˩pɤ˧ɲi˩mæ˩ ə˩gi˩	tʰi˩˥ ʈʂʰɯ˧qo˧ɳɯ˧ le˧hɯ˩ əə… ʂwæ˧gv̩˧ki˧ tʰv̩˧dʑo˩ ʂwæ˧gv̩˧ ʈʂʰɯ˧dʑo˩ tʰi˩˥ ɲi˧mi˧ tʰi˧qʰæ˧˥ kv̩˩si˩lɑ˩ ɬi˧di˩di˩mi˩qo˩dʑo˩ ɲi˧mi˧dʑo˧ kɤ˧mi˧k kɤ˧mv̩˧ki˥ɳɯ˩ gɤ˩po˥ɲi˩mæ˩ ə˩gi˩	tʰi ʈʂʰɯqoɳɯ lehɯ əəə… ʂwægv̩ki tʰv̩dʑo ʂwægv̩ʈʂʰɯdʑo tʰi ɲimi tʰiqʰæ kwɤtɕɯlɑ ɬididimiqodʑo ɲimidʑo kɤmi kɤmv̩kiɳɯ gɤpɤɲimæ əgi	tʰi ʈʂʰɯqoɳɯ lehɯ əə… ʂwægv̩ki tʰv̩dʑo ʂwægv̩ ʈʂʰɯdʑo tʰi ɲimi tʰiqʰæ kv̩silɑ ɬididimiqodʑo ɲimidʑo kɤmik kɤmv̩kiɳɯ gɤpoɲimæ əgi	['tʰi', 'ʈʂʰɯqoɳɯ', 'lehɯ', 'əəə…', 'ʂwægv̩ki', 'tʰv̩dʑo', 'ʂwægv̩ʈʂʰɯdʑo', 'tʰi', 'ɲimi', 'tʰiqʰæ', 'kwɤtɕɯlɑ', 'ɬididimiqodʑo', 'ɲimidʑo', 'kɤmi', 'kɤmv̩kiɳɯ', 'gɤpɤɲimæ', 'əgi']	['tʰi', 'ʈʂʰɯqoɳɯ', 'lehɯ', 'əə…', 'ʂwægv̩ki', 'tʰv̩dʑo', 'ʂwægv̩', 'ʈʂʰɯdʑo', 'tʰi', 'ɲimi', 'tʰiqʰæ', 'kv̩silɑ', 'ɬididimiqodʑo', 'ɲimidʑo', 'kɤmik', 'kɤmv̩kiɳɯ', 'gɤpoɲimæ', 'əgi']	1	0.9453125	[1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 0.631578947368421, 0.2, 0.2857142857142857, 0.2, 0.14285714285714285, 0.1, 0.6, 0.36363636363636365, 0.5714285714285714, 0.23529411764705882, 0.36363636363636365]	0.5618405087900626
hĩ˧ ə˧ʝi˧ʂɯ˥ʝi˩ ʈʂʰɯ˧ne˧ʝi˥ le˧ʂɯ˧hĩ˧ qʰɑ˩ne˩ ʝi˥bi˩	hĩ˧ ə˧ʝi˧ʂɯ˥ʝi˩ ʈʂʰɯ˧ne˧ʝi˥ le˧ʂɯ˧hĩ˧ qʰɑ˩hẽ˩ bi˧	hĩ əʝiʂɯʝi ʈʂʰɯneʝi leʂɯhĩ qʰɑne ʝibi	hĩ əʝiʂɯʝi ʈʂʰɯneʝi leʂɯhĩ qʰɑhẽ bi	['hĩ', 'əʝiʂɯʝi', 'ʈʂʰɯneʝi', 'leʂɯhĩ', 'qʰɑne', 'ʝibi']	['hĩ', 'əʝiʂɯʝi', 'ʈʂʰɯneʝi', 'leʂɯhĩ', 'qʰɑhẽ', 'bi']	0	0.935064935064935	[1.0, 1.0, 1.0, 1.0, 0.7272727272727273, 0.6666666666666666]	0.898989898989899
ɖɯ˧v̩˧ ɖɯ˧kʰɤ˧ ɖʐɤ˥ le˧po˧tsʰɯ˧˥ tʰi˩˥ ɑ˩ʁo˧ tʰv̩˧dʑo˧ tʰi˩˥ əəə… ə˧dɑ˧tʰv̩˧v̩˧ki˧ əəə… kʰi˧ tʰi˧ʈæ˩dʑo˩pi˩tsɯ˩ mv̩˩	ɖɯ˧v̩˧ɖɯ˧kʰɤ˧ ɖʐɤ˥ le˧po˧tsʰɯ˧˥ tʰi˩˥ ɑ˩ʁo˧ tʰv̩˧dʑo˧ tʰi˩˥ əə…  ə˧dɑ˧ tʰv̩˧v̩˧ki˧ əəə… kʰi˧ tʰi˧ʈæ˩dʑo˩ pi˩tsɯ˩ mv̩˩	ɖɯv̩ ɖɯkʰɤ ɖʐɤ lepotsʰɯ tʰi ɑʁo tʰv̩dʑo tʰi əəə… ədɑtʰv̩v̩ki əəə… kʰi tʰiʈædʑopitsɯ mv̩	ɖɯv̩ɖɯkʰɤ ɖʐɤ lepotsʰɯ tʰi ɑʁo tʰv̩dʑo tʰi əə…  ədɑ tʰv̩v̩ki əəə… kʰi tʰiʈædʑo pitsɯ mv̩	['ɖɯv̩', 'ɖɯkʰɤ', 'ɖʐɤ', 'lepotsʰɯ', 'tʰi', 'ɑʁo', 'tʰv̩dʑo', 'tʰi', 'əəə…', 'ədɑtʰv̩v̩ki', 'əəə…', 'kʰi', 'tʰiʈædʑopitsɯ', 'mv̩']	['ɖɯv̩ɖɯkʰɤ', 'ɖʐɤ', 'lepotsʰɯ', 'tʰi', 'ɑʁo', 'tʰv̩dʑo', 'tʰi', 'əə…', '', 'ədɑ', 'tʰv̩v̩ki', 'əəə…', 'kʰi', 'tʰiʈædʑo', 'pitsɯ', 'mv̩']	2	0.9714285714285714	[0.6153846153846154, 0.5, 0.0, 0.36363636363636365, 0.0, 0.2, 0.4, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.25, 0.0]	0.19697088625660056
hĩ˧ɳɯ˩ ɖɯ˧tɑ˧˥ le˧ɣɯ˩ʂɯ˩po˩hɯ˩ ʐwæ˧lɑ˩ ɖɯ˧tɑ˧˥ le˧di˧po˥hɯ˩	hĩ˧ɳɯ˩ ɖɯ˧tɑ˧˥ le˩jo˩ʂɯ˩pʰo˩khɯ˥ ʐwæ˧lɑ˩ ɖɯ˧tɑ˧˥ le˧di˩po˧hɯ˥	hĩɳɯ ɖɯtɑ leɣɯʂɯpohɯ ʐwælɑ ɖɯtɑ ledipohɯ	hĩɳɯ ɖɯtɑ lejoʂɯpʰokhɯ ʐwælɑ ɖɯtɑ ledipohɯ	['hĩɳɯ', 'ɖɯtɑ', 'leɣɯʂɯpohɯ', 'ʐwælɑ', 'ɖɯtɑ', 'ledipohɯ']	['hĩɳɯ', 'ɖɯtɑ', 'lejoʂɯpʰokhɯ', 'ʐwælɑ', 'ɖɯtɑ', 'ledipohɯ']	0	0.9285714285714286	[1.0, 1.0, 0.7272727272727273, 1.0, 1.0, 1.0]	0.9545454545454546
mmm… mo˩ɻ̍˥ ʈʂʰɯ˧dʑo˩ əəə… ʂwæ˧si˧bi˥ di˩ɲi˩mæ˩ ʂwæ˧bæ˩si˩bi˩ zo˩no˥ si˧mo˩bi˩	mm… mo˩ɻ̍˥ʈʂʰɯ˧dʑo˩ əə… ʂwæ˧sɯ˧bi˥di˩ɲi˩mæ˩ ʂwæ˧bæ˧ sɯ˩bi˩ zo˩no˥ si˧mo˩bi˩	mmm… moɻ̍ ʈʂʰɯdʑo əəə… ʂwæsibi diɲimæ ʂwæbæsibi zono simobi	mm… moɻ̍ʈʂʰɯdʑo əə… ʂwæsɯbidiɲimæ ʂwæbæ sɯbi zono simobi	['mmm…', 'moɻ̍', 'ʈʂʰɯdʑo', 'əəə…', 'ʂwæsibi', 'diɲimæ', 'ʂwæbæsibi', 'zono', 'simobi']	['mm…', 'moɻ̍ʈʂʰɯdʑo', 'əə…', 'ʂwæsɯbidiɲimæ', 'ʂwæbæ', 'sɯbi', 'zono', 'simobi']	-1	0.9217391304347826	[0.8571428571428571, 0.5333333333333333, 0.0, 0.0, 0.6666666666666666, 0.2, 0.0, 0.2, 0.0]	0.273015873015873
mv̩˩kʰv̩˧˥ tʰv̩˧tsʰɯ˧ hõ˧ɭɯ˥qo˩ɳɯ˩ le˩tʰv̩˩kv̩˩	mv̩˩kʰv̩˧˥ tv̩˧tsʰɯ˧ hõ˧ɭɯ˥qo˩ɳɯ˩ le˩˧tʰv̩˩kv̩˩	mv̩kʰv̩ tʰv̩tsʰɯ hõɭɯqoɳɯ letʰv̩kv̩	mv̩kʰv̩ tv̩tsʰɯ hõɭɯqoɳɯ letʰv̩kv̩	['mv̩kʰv̩', 'tʰv̩tsʰɯ', 'hõɭɯqoɳɯ', 'letʰv̩kv̩']	['mv̩kʰv̩', 'tv̩tsʰɯ', 'hõɭɯqoɳɯ', 'letʰv̩kv̩']	0	0.9859154929577465	[1.0, 0.9333333333333333, 1.0, 1.0]	0.9833333333333334
wɤ˩˥ kɯ˧ʈʂʰwɤ˩ pi˩ wɤ˩˥ hæ̃˧qʰv̩˥ wɤ˩˥ ɖɯ˧tɕʰi˩ ki˩kv̩˩ mæ˩	wɤ˩˥ kɯ˧ʈʂʰwɤ˩ pi˩ wɤ˩˥ hæ̃˧qʰv̩˥ wɤ˩˥ ɖɯ˧tɕʰi˩ ki˩kv̩˩mæ˩	wɤ kɯʈʂʰwɤ pi wɤ hæ̃qʰv̩ wɤ ɖɯtɕʰi kikv̩ mæ	wɤ kɯʈʂʰwɤ pi wɤ hæ̃qʰv̩ wɤ ɖɯtɕʰi kikv̩mæ	['wɤ', 'kɯʈʂʰwɤ', 'pi', 'wɤ', 'hæ̃qʰv̩', 'wɤ', 'ɖɯtɕʰi', 'kikv̩', 'mæ']	['wɤ', 'kɯʈʂʰwɤ', 'pi', 'wɤ', 'hæ̃qʰv̩', 'wɤ', 'ɖɯtɕʰi', 'kikv̩mæ']	-1	0.9882352941176471	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, 0.0]	0.8703703703703703
kɯ˧ʈʂʰwɤ˩ ʈʂʰɯ˩kʰwɤ˩dʑo˩ tʰi˩˥ əəə… mmm… ʈʂʰwɤ˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ mmm… tv̩˧tsʰɯ˧ hõ˧ɭɯ˥ tʰv̩˧ɻæ˧ qo˥ ɳɯ˩ le˧dzɯ˥dʑo˩ wɤ˩˥ k kɯ˧ʈʂʰwɤ˩ ʈʂʰɯ˩tɕʰi˩dʑo˩ əəə… n əəə… tv̩˧tsʰɯ˧ tsʰe˧ɲi˧ɭɯ˧ qo˧ ɳɯ˧ dzɯ˧kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩	kɯ˧ʈʂʰwɤ˩ ʈʂʰɯ˩kʰv̩˩dʑo˩ tʰi˩˥ əə… ʈʂʰwɤ˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ mm… tv̩˧tsʰo˧ hõ˧ɭɯ˥ tʰv̩˧ɻæ˧qo˥ɳɯ˩ le˧dzɯ˥dʑo˩ wɤ˩˥ kh kʰɯ˧ʈʂwɤ˩ ʈʂʰɯ˩tɕʰɯ˩dʑo˩ əə … tv̩˧tsʰi˧ tsʰe˧ɲi˧ɭɯ˧qo˧ɳɯ˧ dzɯ˧kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩	kɯʈʂʰwɤ ʈʂʰɯkʰwɤdʑo tʰi əəə… mmm… ʈʂʰwɤdʑo əʝiʂɯʝi mmm… tv̩tsʰɯ hõɭɯ tʰv̩ɻæ qo ɳɯ ledzɯdʑo wɤ k kɯʈʂʰwɤ ʈʂʰɯtɕʰidʑo əəə… n əəə… tv̩tsʰɯ tsʰeɲiɭɯ qo ɳɯ dzɯkv̩ əʝiʂɯʝi	kɯʈʂʰwɤ ʈʂʰɯkʰv̩dʑo tʰi əə… ʈʂʰwɤdʑo əʝiʂɯʝi mm… tv̩tsʰo hõɭɯ tʰv̩ɻæqoɳɯ ledzɯdʑo wɤ kh kʰɯʈʂwɤ ʈʂʰɯtɕʰɯdʑo əə … tv̩tsʰi tsʰeɲiɭɯqoɳɯ dzɯkv̩ əʝiʂɯʝi	['kɯʈʂʰwɤ', 'ʈʂʰɯkʰwɤdʑo', 'tʰi', 'əəə…', 'mmm…', 'ʈʂʰwɤdʑo', 'əʝiʂɯʝi', 'mmm…', 'tv̩tsʰɯ', 'hõɭɯ', 'tʰv̩ɻæ', 'qo', 'ɳɯ', 'ledzɯdʑo', 'wɤ', 'k', 'kɯʈʂʰwɤ', 'ʈʂʰɯtɕʰidʑo', 'əəə…', 'n', 'əəə…', 'tv̩tsʰɯ', 'tsʰeɲiɭɯ', 'qo', 'ɳɯ', 'dzɯkv̩', 'əʝiʂɯʝi']	['kɯʈʂʰwɤ', 'ʈʂʰɯkʰv̩dʑo', 'tʰi', 'əə…', 'ʈʂʰwɤdʑo', 'əʝiʂɯʝi', 'mm…', 'tv̩tsʰo', 'hõɭɯ', 'tʰv̩ɻæqoɳɯ', 'ledzɯdʑo', 'wɤ', 'kh', 'kʰɯʈʂwɤ', 'ʈʂʰɯtɕʰɯdʑo', 'əə', '…', 'tv̩tsʰi', 'tsʰeɲiɭɯqoɳɯ', 'dzɯkv̩', 'əʝiʂɯʝi']	-6	0.9015873015873016	[1.0, 0.8181818181818182, 1.0, 0.8571428571428571, 0.0, 0.13333333333333333, 0.0, 0.0, 0.16666666666666666, 0.26666666666666666, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.18112874779541446
ə˧zɯ˩ gɯ˧ɳɯ˧ qʰæ˧dʑo˧ mɤ˧do˩	ə˧zɯ˩ gɤ˧ɳɯ˧ qʰæ˧˥ dʑo˩ mɤ˧do˩	əzɯ gɯɳɯ qʰædʑo mɤdo	əzɯ gɤɳɯ qʰæ dʑo mɤdo	['əzɯ', 'gɯɳɯ', 'qʰædʑo', 'mɤdo']	['əzɯ', 'gɤɳɯ', 'qʰæ', 'dʑo', 'mɤdo']	1	0.926829268292683	[1.0, 0.75, 0.6666666666666666, 0.5714285714285714]	0.7470238095238095
ə zo˩qo˧ ɲi˩ mɤ˧sɯ˥ tʰi˩˥ hæ˧di˩ hɯ˩ɲi˩ pi˧	əə zo˩qo˧ ɲi˩ɻ̍˩ mɤ˧sɯ˥ ʈʰæhĩ˧˥ hæ˧di˩ hɯ˩ɲi˩ pi˧	ə zoqo ɲi mɤsɯ tʰi hædi hɯɲi pi	əə zoqo ɲiɻ̍ mɤsɯ ʈʰæhĩ hædi hɯɲi pi	['ə', 'zoqo', 'ɲi', 'mɤsɯ', 'tʰi', 'hædi', 'hɯɲi', 'pi']	['əə', 'zoqo', 'ɲiɻ̍', 'mɤsɯ', 'ʈʰæhĩ', 'hædi', 'hɯɲi', 'pi']	0	0.8823529411764706	[0.6666666666666666, 1.0, 0.6666666666666666, 1.0, 0.4444444444444444, 1.0, 1.0, 1.0]	0.8472222222222222
ɕi˧ɕi˩lo˩ pi˧kv̩˩tsɯ˩ mv̩˩ ʈʂʰɯ˧kʰwɤ˥dʑo˩	ɕi˧ɕi˩lo˩ pi˧kv̩˩tsɯ˩ mv̩˩ ʈʂʰɯ˧kʰwɤ˥dʑo˩	ɕiɕilo pikv̩tsɯ mv̩ ʈʂʰɯkʰwɤdʑo	ɕiɕilo pikv̩tsɯ mv̩ ʈʂʰɯkʰwɤdʑo	['ɕiɕilo', 'pikv̩tsɯ', 'mv̩', 'ʈʂʰɯkʰwɤdʑo']	['ɕiɕilo', 'pikv̩tsɯ', 'mv̩', 'ʈʂʰɯkʰwɤdʑo']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
li˩˥ le˧tɕɤ˧˥ mmm ə˧mi˧ɻæ˩ tʰv̩˧ɲi˧dʑo˩ əəə… tʰv̩˧ ɑ˩ʁo˧ ɖɯ˧njɤ˧ tʰi˧dzi˩	li˩˥ le˧tɕɤ˧˥ mm… ə˧mi˧ɻæ˩ tʰv̩˧ɲi˧dʑo˩ əə… ʈʰv̩˧ɻɑ˩ʁo˧ ɖɯ˧ɲi˥ tʰi˧dzi˩	li letɕɤ mmm əmiɻæ tʰv̩ɲidʑo əəə… tʰv̩ ɑʁo ɖɯnjɤ tʰidzi	li letɕɤ mm… əmiɻæ tʰv̩ɲidʑo əə… ʈʰv̩ɻɑʁo ɖɯɲi tʰidzi	['li', 'letɕɤ', 'mmm', 'əmiɻæ', 'tʰv̩ɲidʑo', 'əəə…', 'tʰv̩', 'ɑʁo', 'ɖɯnjɤ', 'tʰidzi']	['li', 'letɕɤ', 'mm…', 'əmiɻæ', 'tʰv̩ɲidʑo', 'əə…', 'ʈʰv̩ɻɑʁo', 'ɖɯɲi', 'tʰidzi']	-1	0.8888888888888888	[1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0]	0.6023809523809524
ŋv̩˩˥ ŋv̩˩dʑo˥ tʰi˩˥ əəə… zo˩no˥ əəə… pʰæ˧tɕi˥ tʰv̩˩v̩˩ ʁo˧pv̩˩ ə˧v̩˧ tʰv̩˧v̩˧ɳɯ˩	ŋv̩˩˥ ŋv̩˩ dʑo˥ tʰi˩˥ əə… zo˩no˥ pv pʰæ˧tɕi˥ tʰv̩˧v̩˧ʁo˥ pv̩˩hĩ˩ ə˧v̩˧ tʰv̩˧v̩˧ɳɯ˩	ŋv̩ ŋv̩dʑo tʰi əəə… zono əəə… pʰætɕi tʰv̩v̩ ʁopv̩ əv̩ tʰv̩v̩ɳɯ	ŋv̩ ŋv̩ dʑo tʰi əə… zono pv pʰætɕi tʰv̩v̩ʁo pv̩hĩ əv̩ tʰv̩v̩ɳɯ	['ŋv̩', 'ŋv̩dʑo', 'tʰi', 'əəə…', 'zono', 'əəə…', 'pʰætɕi', 'tʰv̩v̩', 'ʁopv̩', 'əv̩', 'tʰv̩v̩ɳɯ']	['ŋv̩', 'ŋv̩', 'dʑo', 'tʰi', 'əə…', 'zono', 'pv', 'pʰætɕi', 'tʰv̩v̩ʁo', 'pv̩hĩ', 'əv̩', 'tʰv̩v̩ɳɯ']	1	0.896	[1.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.25, 0.16666666666666666, 0.3076923076923077, 0.4444444444444444, 0.36363636363636365]	0.29082785900967717
əəə… tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥dʑo˩ ʐwæ˧ ʐwæ˧ ɖɯ˧v̩˧ ʐwæ˧ tsʰe˩qʰɑ˩kv̩˩ ɲi˥ po˧bi˥	əəə… tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥dʑo˩ ʐwæ˧hĩ˧ ʐwæ˧ ɖɯ˧v̩˧ ʐwæ˧ tsʰe˩qʰɑ˩kv̩˩ ɲi˥ po˧bi˥	əəə… tʰi ʈʂʰɯneʝidʑo ʐwæ ʐwæ ɖɯv̩ ʐwæ tsʰeqʰɑkv̩ ɲi pobi	əəə… tʰi ʈʂʰɯneʝidʑo ʐwæhĩ ʐwæ ɖɯv̩ ʐwæ tsʰeqʰɑkv̩ ɲi pobi	['əəə…', 'tʰi', 'ʈʂʰɯneʝidʑo', 'ʐwæ', 'ʐwæ', 'ɖɯv̩', 'ʐwæ', 'tsʰeqʰɑkv̩', 'ɲi', 'pobi']	['əəə…', 'tʰi', 'ʈʂʰɯneʝidʑo', 'ʐwæhĩ', 'ʐwæ', 'ɖɯv̩', 'ʐwæ', 'tsʰeqʰɑkv̩', 'ɲi', 'pobi']	0	0.9739130434782609	[1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9666666666666667
tʰi˩˥ hæ˧ʐwɤ˩dʑo˩ hwɑ˩lɑ˩sæ˧ hwɑ˩lɑ˩sæ˧ pi˧	dʑi˩˥ hæ˧ʐwɤ˩dʑo˩ hwɑ˩lɑ˩sɑ˥ hwɑ˩ lɑ˩sɯ˥ pi˧	tʰi hæʐwɤdʑo hwɑlɑsæ hwɑlɑsæ pi	dʑi hæʐwɤdʑo hwɑlɑsɑ hwɑ lɑsɯ pi	['tʰi', 'hæʐwɤdʑo', 'hwɑlɑsæ', 'hwɑlɑsæ', 'pi']	['dʑi', 'hæʐwɤdʑo', 'hwɑlɑsɑ', 'hwɑ', 'lɑsɯ', 'pi']	1	0.8571428571428571	[0.3333333333333333, 1.0, 0.8571428571428571, 0.6, 0.0]	0.5580952380952381
ə˧mi˧ qʰæ˧ pi˧zo˩ ɲi˧to˧ ɖɯ˧tɑ˧˥ tʰi˧qo˧qo˥kv̩˩	ə˧mi˧ qʰæ˧ pi˧zo˩ ɲi˧tvo̩˧ tɑ˧˥ tʰi˧qo˧qo˥kv̩˩hĩ˩	əmi qʰæ pizo ɲito ɖɯtɑ tʰiqoqokv̩	əmi qʰæ pizo ɲitvo̩ tɑ tʰiqoqokv̩hĩ	['əmi', 'qʰæ', 'pizo', 'ɲito', 'ɖɯtɑ', 'tʰiqoqokv̩']	['əmi', 'qʰæ', 'pizo', 'ɲitvo̩', 'tɑ', 'tʰiqoqokv̩hĩ']	0	0.8985507246376812	[1.0, 1.0, 1.0, 0.8, 0.6666666666666666, 0.8695652173913043]	0.8893719806763285
əəə… se˧pʰɤ˧ se˧bɤ˧ ʝi˧mɤ˧zo˧ze˩ pi˧tsɯ˩ mv̩˩	əə… se˧pʰo˩ se˧pɤ˧ ʝi˧mɤ˧zo˧ze˩ pi˧tsɯ˩ mv̩˩	əəə… sepʰɤ sebɤ ʝimɤzoze pitsɯ mv̩	əə… sepʰo sepɤ ʝimɤzoze pitsɯ mv̩	['əəə…', 'sepʰɤ', 'sebɤ', 'ʝimɤzoze', 'pitsɯ', 'mv̩']	['əə…', 'sepʰo', 'sepɤ', 'ʝimɤzoze', 'pitsɯ', 'mv̩']	0	0.9253731343283582	[0.8571428571428571, 0.8, 0.75, 1.0, 1.0, 1.0]	0.9011904761904762
tʰi˩˥ hĩ˧ɻæ˥ njæ˧sɯ˩kv̩˩ le˧pi˥	tʰi˩˥ hĩ˧ɻæ˥ njæ˧sɯ˩kv̩˩ le˧ppi˧	tʰi hĩɻæ njæsɯkv̩ lepi	tʰi hĩɻæ njæsɯkv̩ leppi	['tʰi', 'hĩɻæ', 'njæsɯkv̩', 'lepi']	['tʰi', 'hĩɻæ', 'njæsɯkv̩', 'leppi']	0	0.9787234042553191	[1.0, 1.0, 1.0, 0.8888888888888888]	0.9722222222222222
mɤ˧ɲi˧kwɤ˧tɕɯ˥lɑ˩ le˧mi˧ tʰi˧kwɤ˥	mɤ˧ɲi˧kwɤ˧tɕɯ˥lɑ˩ li˧mi˧ tʰi˧kwɤ˥	mɤɲikwɤtɕɯlɑ lemi tʰikwɤ	mɤɲikwɤtɕɯlɑ limi tʰikwɤ	['mɤɲikwɤtɕɯlɑ', 'lemi', 'tʰikwɤ']	['mɤɲikwɤtɕɯlɑ', 'limi', 'tʰikwɤ']	0	0.9583333333333334	[1.0, 0.75, 1.0]	0.9166666666666666
ɑ˩ʁo˧ zo˩no˥ ko˧ ə˧ʝi˧ʂɯ˥ʝi˩ni˩ ko˧sɯ˧ mɤ˧di˩ ə˩gi˩ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩	ɑ˩ʁo˧ zo˩no˥ ko˧ ə˧ʝi˧ʂɯ˥ʝi˩ni˩ ko˧sɯ˧ mɤ˧di˩ ə˩gi˩ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩	ɑʁo zono ko əʝiʂɯʝini kosɯ mɤdi əgi əʝiʂɯʝidʑo	ɑʁo zono ko əʝiʂɯʝini kosɯ mɤdi əgi əʝiʂɯʝidʑo	['ɑʁo', 'zono', 'ko', 'əʝiʂɯʝini', 'kosɯ', 'mɤdi', 'əgi', 'əʝiʂɯʝidʑo']	['ɑʁo', 'zono', 'ko', 'əʝiʂɯʝini', 'kosɯ', 'mɤdi', 'əgi', 'əʝiʂɯʝidʑo']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
