Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
mɤt mɤkɯnɤrʑaʁ tɕe nɯ kɤndʑɯxtɤɣ χsɯm joɣin	mɤkɯnɤrʑaʁ tɕe nɯ kɤndʑɯxtɤɣ χsɯm joɣinɯ	['m', 'ɤ', 't', 'S', 'm', 'ɤ', 'k', 'ɯ', 'n', 'ɤ', 'r', 'ʑ', 'a', 'ʁ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'ʑ', 'ɯ', 'x', 't', 'ɤ', 'ɣ', 'S', 'χ', 's', 'ɯ', 'm', 'S', 'j', 'o', 'ɣ', 'i', 'n', '*']	['m', 'ɤ', '*', '*', '*', '*', 'k', 'ɯ', 'n', 'ɤ', 'r', 'ʑ', 'a', 'ʁ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'ʑ', 'ɯ', 'x', 't', 'ɤ', 'ɣ', 'S', 'χ', 's', 'ɯ', 'm', 'S', 'j', 'o', 'ɣ', 'i', 'n', 'ɯ']	0.922	0.945	0.908
tɕe nɯra kɯmpɕɤr ŋu nɤ́m	tɕe nɯra kɯmpɕɤr ŋu nɤ ma	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ŋ', 'u', 'S', 'n', 'ɤ', '́', 'm', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ŋ', 'u', 'S', 'n', 'ɤ', 'S', 'm', 'a']	0.847	0.956	0.875
tɕendɤre yilisha kɯ wuma ʑo pjɤz ɯsni pjɤzdɯ	tɕendɤre yilisha kɯ wuma ʑo pjɤɯsni pjɤzdɯɣ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'y', 'i', 'l', 'i', 's', 'h', 'a', 'S', 'k', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'z', 'S', 'ɯ', 's', 'n', 'i', 'S', 'p', 'j', 'ɤ', 'z', 'd', 'ɯ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'y', 'i', 'l', 'i', 's', 'h', 'a', 'S', 'k', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', '*', '*', 'ɯ', 's', 'n', 'i', 'S', 'p', 'j', 'ɤ', 'z', 'd', 'ɯ', 'ɣ']	0.907	0.923	0.937
tɕe pjɯχsuj pɯŋu ri maka ɯrgu ɲɯsɯ ma maka ɕɤŋi nɯ nɤki ɯɲɤm kɯkhe nɯ kɯndɯndɯβ zɯmzɯm pjɯ́wɣβzu ʑo pjɯ́wɣrɤkrɯ tɕ	tɕe pjɯχsu pɯŋu ri maka ɯrgɯ ɲɯsɯma maka ɕɤŋi nɤ nɤki ɯɲɤm kɯkhe nɯ kɯndɯndɯβ ʑo ɯzɯmbzɯm pjɯ́wɣβzu pjɯ́wɣrɤkrɯ tɕe	['t', 'ɕ', 'e', 'S', 'p', 'j', 'ɯ', 'χ', 's', 'u', 'j', 'S', 'p', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i', 'S', 'm', 'a', 'k', 'a', 'S', 'ɯ', 'r', 'g', 'u', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 'S', 'm', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'ɕ', 'ɤ', 'ŋ', 'i', 'S', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'ɯ', 'ɲ', 'ɤ', 'm', 'S', 'k', 'ɯ', 'k', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'd', 'ɯ', 'n', 'd', 'ɯ', 'β', 'S', '*', '*', '*', '*', 'z', 'ɯ', 'm', '*', 'z', 'ɯ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'β', 'z', 'u', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'r', 'ɤ', 'k', 'r', 'ɯ', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'p', 'j', 'ɯ', 'χ', 's', 'u', '*', 'S', 'p', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i', 'S', 'm', 'a', 'k', 'a', 'S', 'ɯ', 'r', 'g', 'ɯ', 'S', 'ɲ', 'ɯ', 's', 'ɯ', '*', 'm', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'ɕ', 'ɤ', 'ŋ', 'i', 'S', 'n', 'ɤ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'ɯ', 'ɲ', 'ɤ', 'm', 'S', 'k', 'ɯ', 'k', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'd', 'ɯ', 'n', 'd', 'ɯ', 'β', 'S', 'ʑ', 'o', 'S', 'ɯ', 'z', 'ɯ', 'm', 'b', 'z', 'ɯ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'β', 'z', 'u', '*', '*', '*', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'r', 'ɤ', 'k', 'r', 'ɯ', 'S', 't', 'ɕ', 'e']	0.846	0.848	0.882
ɕkom ɣɯ ɯʁrɯ ndɤ ɣɤʑ	ɕkom ɯŋgɯ ɯʁrɯndot ɣɤʑu	['ɕ', 'k', 'o', 'm', 'S', '*', '*', 'ɣ', 'ɯ', 'S', 'ɯ', 'ʁ', 'r', 'ɯ', 'S', 'n', 'd', '*', 'ɤ', 'S', 'ɣ', 'ɤ', 'ʑ', '*']	['ɕ', 'k', 'o', 'm', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʁ', 'r', 'ɯ', '*', 'n', 'd', 'o', 't', 'S', 'ɣ', 'ɤ', 'ʑ', 'u']	0.651	0.681	0.875
ma ɯku nɯra nɤkinɯ kɯɲaʁ qhe ɯtaʁ kɯnɤmbju kɯtu ɲɯŋ	ma ɯku nɯra nɤkinɯ kɯɲaʁ qhe ɯtaʁ kɯnɤmbju kɯtu ɲɯŋu	['m', 'a', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɲ', 'a', 'ʁ', 'S', 'q', 'h', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'm', 'b', 'j', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ɲ', 'ɯ', 'ŋ', '*']	['m', 'a', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɲ', 'a', 'ʁ', 'S', 'q', 'h', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'm', 'b', 'j', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.943	0.988	0.95
tɕeri ndʑime nɯ kɯre chu kɯnɯdagong ɕti m	tɕeri ndʑime nɯ kɯrɤchɯ kunɯtaʁ koŋ ɕti ma	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'r', 'e', 'S', 'c', 'h', 'u', 'S', 'k', 'ɯ', 'n', 'ɯ', 'd', 'a', '*', 'g', 'o', 'n', 'g', 'S', 'ɕ', 't', 'i', 'S', 'm', '*']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'r', '*', 'ɤ', 'c', 'h', 'ɯ', 'S', 'k', 'u', 'n', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'o', 'ŋ', 'S', 'ɕ', 't', 'i', 'S', 'm', 'a']	0.6	0.656	0.751
ɯnɯnɯre tʂu kuɣi kuɕe ŋu m	nɯndɤre tʂu koɣi kuɕe ŋu ma	['ɯ', 'n', 'ɯ', 'n', '*', 'ɯ', 'r', 'e', 'S', 't', 'ʂ', 'u', 'S', 'k', 'u', 'ɣ', 'i', 'S', 'k', 'u', 'ɕ', 'e', 'S', 'ŋ', 'u', 'S', 'm', '*']	['*', 'n', 'ɯ', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ʂ', 'u', 'S', 'k', 'o', 'ɣ', 'i', 'S', 'k', 'u', 'ɕ', 'e', 'S', 'ŋ', 'u', 'S', 'm', 'a']	0.703	0.737	0.899
qhe nɤkinɯ kɯɤkhra t	qhe nɤkinɯ kɯɤkhra tu	['q', 'h', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɤ', 'k', 'h', 'r', 'a', 'S', 't', '*']	['q', 'h', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɤ', 'k', 'h', 'r', 'a', 'S', 't', 'u']	0.857	0.929	0.929
tɤthu ŋu tɕe ɯmdoʁ kɯmpɕɯmpɕɤr ʑo ŋu tɕ	tɤthɯu ŋu tɕe ɯmdoʁ kɯmpɕɯmpɕɤr ʑo ŋu tɕe	['t', 'ɤ', 't', 'h', '*', 'u', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'm', 'd', 'o', 'ʁ', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ʑ', 'o', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['t', 'ɤ', 't', 'h', 'ɯ', 'u', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'm', 'd', 'o', 'ʁ', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ʑ', 'o', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.918	0.958	0.944
tɕendɤre ɯkɯkɯki ɕkom ki kɯɕɯŋgɯ tɕe aʑo aβɣo ɣɯ ɯme pɯŋ	tɕendɤre ɯkɯkɯki ɕkom ki kɯɕɯŋgɯ tɕe aʑo aβɣu ɣɯ ɯme pɯŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'k', 'ɯ', 'k', 'ɯ', 'k', 'i', 'S', 'ɕ', 'k', 'o', 'm', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'a', 'β', 'ɣ', 'o', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'm', 'e', 'S', 'p', 'ɯ', 'ŋ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'k', 'ɯ', 'k', 'ɯ', 'k', 'i', 'S', 'ɕ', 'k', 'o', 'm', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'a', 'β', 'ɣ', 'u', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'm', 'e', 'S', 'p', 'ɯ', 'ŋ', 'u']	0.9	0.955	0.939
ɯsŋɯro kɯwxti lutɕɤt qhe aʑo mɯ́jchaa aʑo mɤcha	ɯsŋɯro ra kɯwxti lutɕɤt qhe maka aʑo mɯ́jcha aʑo mɤcha	['ɯ', 's', 'ŋ', 'ɯ', 'r', 'o', 'S', '*', '*', '*', 'k', 'ɯ', 'w', 'x', 't', 'i', 'S', 'l', 'u', 't', 'ɕ', 'ɤ', 't', 'S', 'q', 'h', 'e', '*', '*', '*', '*', '*', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɤ', 'c', 'h', 'a']	['ɯ', 's', 'ŋ', 'ɯ', 'r', 'o', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'w', 'x', 't', 'i', 'S', 'l', 'u', 't', 'ɕ', 'ɤ', 't', 'S', 'q', 'h', 'e', 'S', 'm', 'a', 'k', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', '*', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɤ', 'c', 'h', 'a']	0.907	0.881	0.952
tɕe nɯ ɣɯ feitan nɯ ɯtaʁ kuonɯmdzɯ tɕe	tɕe nɯ ɣɯ ɯfeitha nɯ ɯtaʁ konɯmdzɯ tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', '*', 'f', 'e', 'i', 't', 'a', 'n', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'u', 'o', 'n', 'ɯ', 'm', 'd', 'z', 'ɯ', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'f', 'e', 'i', 't', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', '*', 'o', 'n', 'ɯ', 'm', 'd', 'z', 'ɯ', 'S', 't', 'ɕ', 'e']	0.804	0.861	0.855
tɕe ɯjwaʁ nɯ pjɯʁndzɤrnɯ tɕe tɯspra tɯspra tuxtɕɤrnɯ tɕ	tɕe ɯjwaʁ nɯ pjɯʁndzɤrnɯ tɕe nɯ tɯspra tɯspra túwxtɕɤrnɯ tɕe	['t', 'ɕ', 'e', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', '*', '*', '*', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'u', '*', '*', 'x', 't', 'ɕ', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'u', '́', 'w', 'x', 't', 'ɕ', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	0.862	0.887	0.95
nɯnɯ aʑo atshɤt nɤki atɤ atɤnɯsɤfse ɯ́jɤɣ toti ri	nɯnɯ aʑo atshɤt nɤki atɤnɯsa atɤnɯsɤfse ɯjɤɣ toti ri	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'ʑ', 'o', 'S', 'a', 't', 's', 'h', 'ɤ', 't', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'a', 't', 'ɤ', '*', '*', '*', '*', 'S', 'a', 't', 'ɤ', 'n', 'ɯ', 's', 'ɤ', 'f', 's', 'e', 'S', 'ɯ', '́', 'j', 'ɤ', 'ɣ', 'S', 't', 'o', 't', 'i', 'S', 'r', 'i']	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'ʑ', 'o', 'S', 'a', 't', 's', 'h', 'ɤ', 't', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'a', 't', 'ɤ', 'n', 'ɯ', 's', 'a', 'S', 'a', 't', 'ɤ', 'n', 'ɯ', 's', 'ɤ', 'f', 's', 'e', 'S', 'ɯ', '*', 'j', 'ɤ', 'ɣ', 'S', 't', 'o', 't', 'i', 'S', 'r', 'i']	0.87	0.903	0.895
tɕendɤre kɯki rgɤtpu ki rca wuma ʑo kɯŋɤn ci pjɤŋu tɕ	tɕendɤre kɯki rgɤtpu ki rca wuma ʑo kɯŋɤn ci pjɤŋu tɕe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'k', 'i', 'S', 'r', 'c', 'a', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'k', 'i', 'S', 'r', 'c', 'a', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.948	0.986	0.957
nɯnɯ tɯβli jaɣɯt tɕe tham tham aʁɤndɯndɤt ʑo t	nɯnɯ tɯβli jaɣɯt tɕe tthamtham tɕe aʁɤndɯndɤt ʑo tu	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɯ', 'β', 'l', 'i', 'S', 'j', 'a', 'ɣ', 'ɯ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', '*', 'h', 'a', 'm', 'S', 't', 'h', 'a', 'm', '*', '*', '*', '*', 'S', 'a', 'ʁ', 'ɤ', 'n', 'd', 'ɯ', 'n', 'd', 'ɤ', 't', 'S', 'ʑ', 'o', 'S', 't', '*']	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɯ', 'β', 'l', 'i', 'S', 'j', 'a', 'ɣ', 'ɯ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 't', 'h', 'a', 'm', '*', 't', 'h', 'a', 'm', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʁ', 'ɤ', 'n', 'd', 'ɯ', 'n', 'd', 'ɤ', 't', 'S', 'ʑ', 'o', 'S', 't', 'u']	0.861	0.841	0.946
tɕe ɯku nɯreri kɯŋgɯŋgɤr ʑo	tɕe ɯku nɯreri kɯŋgɯŋgɤr ʑo	['t', 'ɕ', 'e', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'e', 'r', 'i', 'S', 'k', 'ɯ', 'ŋ', 'g', 'ɯ', 'ŋ', 'g', 'ɤ', 'r', 'S', 'ʑ', 'o']	['t', 'ɕ', 'e', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'e', 'r', 'i', 'S', 'k', 'ɯ', 'ŋ', 'g', 'ɯ', 'ŋ', 'g', 'ɤ', 'r', 'S', 'ʑ', 'o']	1.0	1.0	1.0
kɯki tɯχpɯm ɯfsu jamar tuwxti ch	kɯki tɯχpɤm su jamar tuwxti cha	['k', 'ɯ', 'k', 'i', 'S', 't', 'ɯ', 'χ', 'p', 'ɯ', 'm', 'S', 'ɯ', 'f', 's', 'u', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 't', 'u', 'w', 'x', 't', 'i', 'S', 'c', 'h', '*']	['k', 'ɯ', 'k', 'i', 'S', 't', 'ɯ', 'χ', 'p', 'ɤ', 'm', 'S', '*', '*', 's', 'u', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 't', 'u', 'w', 'x', 't', 'i', 'S', 'c', 'h', 'a']	0.823	0.883	0.875
tɕeri ɯʑo kɯfse maka mɯpjɤmpɕɤ	tɕeri ɯʑo kɯfse maka mɯpjɤmpɕɤr	['t', 'ɕ', 'e', 'r', 'i', 'S', 'ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'm', 'p', 'ɕ', 'ɤ', '*']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'm', 'p', 'ɕ', 'ɤ', 'r']	0.926	0.972	0.944
tɤtʂu kopanɯ qhe konɯrŋgɯn	tɤtʂu koɯpa nɯ qhe konɯrŋgɯ nɯ	['t', 'ɤ', 't', 'ʂ', 'u', 'S', 'k', 'o', '*', 'p', 'a', '*', 'n', 'ɯ', 'S', 'q', 'h', 'e', 'S', 'k', 'o', 'n', 'ɯ', 'r', 'ŋ', 'g', 'ɯ', 'n', '*', '*']	['t', 'ɤ', 't', 'ʂ', 'u', 'S', 'k', 'o', 'ɯ', 'p', 'a', 'S', 'n', 'ɯ', 'S', 'q', 'h', 'e', 'S', 'k', 'o', 'n', 'ɯ', 'r', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ']	0.898	0.937	0.926
qarɣe ʑo fse kɯɣɯrnɯrni ʑo ŋ	tɤrɣe ʑo kɯfse kɯɣɯrnɯrni ʑo ŋu	['q', 'a', 'r', 'ɣ', 'e', 'S', 'ʑ', 'o', 'S', '*', '*', 'f', 's', 'e', 'S', 'k', 'ɯ', 'ɣ', 'ɯ', 'r', 'n', 'ɯ', 'r', 'n', 'i', 'S', 'ʑ', 'o', 'S', 'ŋ', '*']	['t', 'ɤ', 'r', 'ɣ', 'e', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'k', 'ɯ', 'ɣ', 'ɯ', 'r', 'n', 'ɯ', 'r', 'n', 'i', 'S', 'ʑ', 'o', 'S', 'ŋ', 'u']	0.659	0.803	0.842
a nɯ tɤŋu tɕe fso tɕe	wa nɯ doŋlun tɕe fso tɕe	['*', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɤ', 'ŋ', '*', 'u', '*', 'S', 't', 'ɕ', 'e', 'S', 'f', 's', 'o', 'S', 't', 'ɕ', 'e']	['w', 'a', 'S', 'n', 'ɯ', 'S', 'd', 'o', 'ŋ', 'l', 'u', 'n', 'S', 't', 'ɕ', 'e', 'S', 'f', 's', 'o', 'S', 't', 'ɕ', 'e']	0.655	0.765	0.863
tɕendɤre mɯɲɤstu qhe ɯqom ʑo pjɤɬo	tɕendɤre mɯɲɤstu qhe ɯqom ʑo pjɤɬoʁ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'm', 'ɯ', 'ɲ', 'ɤ', 's', 't', 'u', 'S', 'q', 'h', 'e', 'S', 'ɯ', 'q', 'o', 'm', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'ɬ', 'o', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'm', 'ɯ', 'ɲ', 'ɤ', 's', 't', 'u', 'S', 'q', 'h', 'e', 'S', 'ɯ', 'q', 'o', 'm', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'ɬ', 'o', 'ʁ']	0.909	0.955	0.955
ɯxɕɤt ŋotɕu kɯtu ʑo nɯnɯ tɕu iɕqha znde ɯtaʁ nɯ tɕu tolɤ	ɯxɕɤ ŋotɕu kɯtu ʑo nɯnɯ tɕu iɕqha znde ɯtaʁ nɯtɕu tolɤt	['ɯ', 'x', 'ɕ', 'ɤ', 't', 'S', 'ŋ', 'o', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'z', 'n', 'd', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 't', 'o', 'l', 'ɤ', '*']	['ɯ', 'x', 'ɕ', 'ɤ', '*', 'S', 'ŋ', 'o', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'z', 'n', 'd', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 't', 'o', 'l', 'ɤ', 't']	0.946	0.948	0.944
ɯjwaʁ nɯnɯ kɯmaʁ ra kɯfse	ɯjwaʁ nɯnɯ kɯmaʁ ra kɯfse	['ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'f', 's', 'e']	['ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'f', 's', 'e']	1.0	1.0	1.0
ma ndzɯrnaʁ nɯ ɲaʁ ʑ	ma ndzɯrnaʁ nɯ ɲaʁ ʑo	['m', 'a', 'S', 'n', 'd', 'z', 'ɯ', 'r', 'n', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'ɲ', 'a', 'ʁ', 'S', 'ʑ', '*']	['m', 'a', 'S', 'n', 'd', 'z', 'ɯ', 'r', 'n', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'ɲ', 'a', 'ʁ', 'S', 'ʑ', 'o']	0.846	0.923	0.923
ɯtɯxtɕi ɲɯtɕhom tot	ɯtɯxtɕi ɲɯtɕhom toti	['ɯ', 't', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'ɲ', 'ɯ', 't', 'ɕ', 'h', 'o', 'm', 'S', 't', 'o', 't', '*']	['ɯ', 't', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'ɲ', 'ɯ', 't', 'ɕ', 'h', 'o', 'm', 'S', 't', 'o', 't', 'i']	0.879	0.955	0.909
nɯra tuβzunɯ ŋgrɤ	nɯra tuβzunɯ ŋgrɤl	['n', 'ɯ', 'r', 'a', 'S', 't', 'u', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'ŋ', 'g', 'r', 'ɤ', '*']	['n', 'ɯ', 'r', 'a', 'S', 't', 'u', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'ŋ', 'g', 'r', 'ɤ', 'l']	0.857	0.929	0.929
