Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
əəə…se˧pʰɤ˧mɤ˧ɖo˧pi˥ zo˩no˥	əə…se˧pʰɤ˧mɤ˧ɖo˧ pi˧ zo˩no˥	əəə…sepʰɤmɤɖopi zono	əə…sepʰɤmɤɖo pi zono	['əəə…sepʰɤmɤɖopi', 'zono']	['əə…sepʰɤmɤɖo', 'pi', 'zono']	1	0.95	[0.8888888888888888, 0.0]	0.4444444444444444
hĩ˧ɖɯ˧ʑi˩ɳɯ˩ hĩ˧ɖɯ˧v̩˧jo˧	hĩ˧ ɖɯ˧ʑi˩ɳɯ˩ hĩ˧ ɖɯ˧v̩˧jo˧	hĩɖɯʑiɳɯ hĩɖɯv̩jo	hĩ ɖɯʑiɳɯ hĩ ɖɯv̩jo	['hĩɖɯʑiɳɯ', 'hĩɖɯv̩jo']	['hĩ', 'ɖɯʑiɳɯ', 'hĩ', 'ɖɯv̩jo']	2	0.95	[0.5, 0.26666666666666666]	0.3833333333333333
õ˧˥ ʈʂʰɯ˧ʁo˥lɑ˩dʑo˩kv̩˩ɲi˩wɤ˩	õ˧ʈʂʰɯ˧ʁo˥lɑ˩dʑo˩kv̩˩ɲi˩	õ ʈʂʰɯʁolɑdʑokv̩ɲiwɤ	õʈʂʰɯʁolɑdʑokv̩ɲi	['õ', 'ʈʂʰɯʁolɑdʑokv̩ɲiwɤ']	['õʈʂʰɯʁolɑdʑokv̩ɲi']	-1	0.9230769230769231	[0.2, 0.0]	0.1
so˩kʰv̩˩hĩ˥ʈʂʰɯ˩dʑo˩ kʰv̩˧kʰv̩˧ʂɯ˥ʁɑ˩bi˩zo˩kv̩˩mæ˩ ʈʂʰɯ˧v̩˧ki˧	so˩kʰv̩˩hĩ˥ ʈʂʰɯ˧dʑo˩ kʰv̩˧ kʰv̩˧ʂɯ˥ʁɑ˩bi˩ zo˩kv̩˩æ ʈʂʰɯ˧v̩˧ki˧	sokʰv̩hĩʈʂʰɯdʑo kʰv̩kʰv̩ʂɯʁɑbizokv̩mæ ʈʂʰɯv̩ki	sokʰv̩hĩ ʈʂʰɯdʑo kʰv̩ kʰv̩ʂɯʁɑbi zokv̩æ ʈʂʰɯv̩ki	['sokʰv̩hĩʈʂʰɯdʑo', 'kʰv̩kʰv̩ʂɯʁɑbizokv̩mæ', 'ʈʂʰɯv̩ki']	['sokʰv̩hĩ', 'ʈʂʰɯdʑo', 'kʰv̩', 'kʰv̩ʂɯʁɑbi', 'zokv̩æ', 'ʈʂʰɯv̩ki']	3	0.9583333333333334	[0.72, 0.21428571428571427, 0.5]	0.4780952380952381
ə˧v̩˧˥ zo˩no˥ ɖɯ˧t ʐv̩˩kv̩˩˥ le˧ʂɯ˧	ə˧v̩˧˥ zo˩no˥ ɖɯ˧tɑ˧˥ ʐv̩˩kv̩˩˥ le˧ʂɯ˧	əv̩ zono ɖɯt ʐv̩kv̩ leʂɯ	əv̩ zono ɖɯtɑ ʐv̩kv̩ leʂɯ	['əv̩', 'zono', 'ɖɯt', 'ʐv̩kv̩', 'leʂɯ']	['əv̩', 'zono', 'ɖɯtɑ', 'ʐv̩kv̩', 'leʂɯ']	0	0.9795918367346939	[1.0, 1.0, 0.8571428571428571, 1.0, 1.0]	0.9714285714285714
tʰi˩˥ ɑ˩ʁo˧ ʑi˧mi˧ɖɯ˧ɭɯ˧hĩ˧ʈʂʰɯ˧dʑo˩ tʰi˩˥ ʈʂʰɯʈʂʰɯ˧ne˧gv̩˧ɲi˥mæ˩	tʰi˩˥ ɑ˩ʁo˧ʑi˧mi˧ ɖɯ˧ɭɯ˧hĩ˧ʈʂʰɯ˧dʑo˩ ĩʈʂʰɯ˧ ʈʂʰɯ˧ne˧gv̩˧ɲi˥ze˩mæ˩	tʰi ɑʁo ʑimiɖɯɭɯhĩʈʂʰɯdʑo tʰi ʈʂʰɯʈʂʰɯnegv̩ɲimæ	tʰi ɑʁoʑimi ɖɯɭɯhĩʈʂʰɯdʑo ĩʈʂʰɯ ʈʂʰɯnegv̩ɲizemæ	['tʰi', 'ɑʁo', 'ʑimiɖɯɭɯhĩʈʂʰɯdʑo', 'tʰi', 'ʈʂʰɯʈʂʰɯnegv̩ɲimæ']	['tʰi', 'ɑʁoʑimi', 'ɖɯɭɯhĩʈʂʰɯdʑo', 'ĩʈʂʰɯ', 'ʈʂʰɯnegv̩ɲizemæ']	0	0.9072164948453608	[1.0, 0.6, 0.875, 0.2222222222222222, 0.8125]	0.7019444444444445
ʈæ˧bɤ˧ʈʂʰɯ˧	ʈæ˧bɤ˧ʈʂʰɯ˧	ʈæbɤʈʂʰɯ	ʈæbɤʈʂʰɯ	['ʈæbɤʈʂʰɯ']	['ʈæbɤʈʂʰɯ']	0	1.0	[1.0]	1.0
ʈʂʰɯ˧dʑo˩ æ˧ʂæ˧ nɑ˩bv̩˥ zo˩no˥ ɖɯ˩lo˧ɲi˥mæ˩	ʈʂʰɯ˧dʑo˩ æ˧ʂæ˧ nɑ˩bv̩˩˥ zo˩no˥ ɖɯ˩lo˧ɲi˥mæ˩	ʈʂʰɯdʑo æʂæ nɑbv̩ zono ɖɯloɲimæ	ʈʂʰɯdʑo æʂæ nɑbv̩ zono ɖɯloɲimæ	['ʈʂʰɯdʑo', 'æʂæ', 'nɑbv̩', 'zono', 'ɖɯloɲimæ']	['ʈʂʰɯdʑo', 'æʂæ', 'nɑbv̩', 'zono', 'ɖɯloɲimæ']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ĩ˧ so˧ ɖɯ˧æ˩tʰi˩qæ˩	ĩ so˧ ɖɯ˧æ˩ tʰi˧qæ˩	ĩ so ɖɯætʰiqæ	ĩ so ɖɯæ tʰiqæ	['ĩ', 'so', 'ɖɯætʰiqæ']	['ĩ', 'so', 'ɖɯæ', 'tʰiqæ']	1	0.9655172413793104	[1.0, 1.0, 0.5454545454545454]	0.8484848484848485
tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ɖɯ˧ɲi˧ɻ̍˧dʑo˩ mv̩˩lɑ˥ zo˩no˥ mv̩˩ʈʂʰɯ˥ zo˩no˥ ɖɯ˧di˩ki˩ɲi˩tsɯ˩ mv̩˩	tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ɖɯ˧ɲi˧ɻ̍˩dʑo˩ mv̩˩lɑ˥ zo˩no˥ mv̩˩ʈʂʰɯ˥ zo˩no˥ ɖɯ˧di˩ki˩ɲi˩tsɯ˩ mv̩˩	tʰi ʈʂʰɯneʝidʑo tʰi ɖɯɲiɻ̍dʑo mv̩lɑ zono mv̩ʈʂʰɯ zono ɖɯdikiɲitsɯ mv̩	tʰi ʈʂʰɯneʝidʑo tʰi ɖɯɲiɻ̍dʑo mv̩lɑ zono mv̩ʈʂʰɯ zono ɖɯdikiɲitsɯ mv̩	['tʰi', 'ʈʂʰɯneʝidʑo', 'tʰi', 'ɖɯɲiɻ̍dʑo', 'mv̩lɑ', 'zono', 'mv̩ʈʂʰɯ', 'zono', 'ɖɯdikiɲitsɯ', 'mv̩']	['tʰi', 'ʈʂʰɯneʝidʑo', 'tʰi', 'ɖɯɲiɻ̍dʑo', 'mv̩lɑ', 'zono', 'mv̩ʈʂʰɯ', 'zono', 'ɖɯdikiɲitsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ə˧mv̩˧ɳɯ˥ ʈʂʰɯ˧ne˧ʝi˥ pi˧ɲi˥tsɯ˩ mv̩	ə˧mv̩˧ɳ˥ ʈʂʰɯ˧ne˧ʝi˥ pi˧ɲi˥tsɯ˩ mv̩˩	əmv̩ɳɯ ʈʂʰɯneʝi piɲitsɯ mv̩	əmv̩ɳ ʈʂʰɯneʝi piɲitsɯ mv̩	['əmv̩ɳɯ', 'ʈʂʰɯneʝi', 'piɲitsɯ', 'mv̩']	['əmv̩ɳ', 'ʈʂʰɯneʝi', 'piɲitsɯ', 'mv̩']	0	0.9811320754716981	[0.9090909090909091, 1.0, 1.0, 1.0]	0.9772727272727273
əəə…bv̩˧ʐv̩˧ʝi˧ æ̃˩so˥kʰv̩˩pi˩ mv̩˧bv̩˧mv̩˧gv̩˧ʑi˧˥ hwɤ˧so˧kʰv̩˥ pi˧	ɑ̃bv̩˧ʐv̩˧gi˧ æ̃˩so˧kʰv̩˧pi˩ mv̩˧bv̩˧ mv̩˧gv̩˧ʑi˥ hwɤ˧˥so˧kʰv̩˥ pi˧	əəə…bv̩ʐv̩ʝi æ̃sokʰv̩pi mv̩bv̩mv̩gv̩ʑi hwɤsokʰv̩ pi	ɑ̃bv̩ʐv̩gi æ̃sokʰv̩pi mv̩bv̩ mv̩gv̩ʑi hwɤsokʰv̩ pi	['əəə…bv̩ʐv̩ʝi', 'æ̃sokʰv̩pi', 'mv̩bv̩mv̩gv̩ʑi', 'hwɤsokʰv̩', 'pi']	['ɑ̃bv̩ʐv̩gi', 'æ̃sokʰv̩pi', 'mv̩bv̩', 'mv̩gv̩ʑi', 'hwɤsokʰv̩', 'pi']	1	0.9108910891089109	[0.6363636363636364, 1.0, 0.6, 0.23529411764705882, 0.0]	0.49433155080213903
tsʰæ˧pʰv̩˧˥ dʑo˩ dʑo˧mɤ˧kv̩˧˥ ə˧ʝi˧ʂɯ˥ʝi˩ v̩˩tsʰɤ˧tsʰɑ˧nɑ˥	tsʰæ˧pʰv̩˧˥dʑo˩ dʑo˧mɤ˧kv̩˧˥ ə˧ʝi˧ʂɯ˥ʝi˩ v̩˩tsʰɤ˧tsʰɤ˧nɑ˥	tsʰæpʰv̩ dʑo dʑomɤkv̩ əʝiʂɯʝi v̩tsʰɤtsʰɑnɑ	tsʰæpʰv̩dʑo dʑomɤkv̩ əʝiʂɯʝi v̩tsʰɤtsʰɤnɑ	['tsʰæpʰv̩', 'dʑo', 'dʑomɤkv̩', 'əʝiʂɯʝi', 'v̩tsʰɤtsʰɑnɑ']	['tsʰæpʰv̩dʑo', 'dʑomɤkv̩', 'əʝiʂɯʝi', 'v̩tsʰɤtsʰɤnɑ']	-1	0.963855421686747	[0.8421052631578947, 0.5454545454545454, 0.0, 0.0, 0.0]	0.27751196172248804
tɕɤ˧qʰɑ˧mo˩ kʰwɤ˧pʰv̩˧mo˧pi˥hĩ˩tʰv̩˩ kʰwɤ˧pʰv̩˧lɑ˧tɕɤ˧qʰɑ˧ tʰi˧di˥hĩ˩tʰv̩˩qo˩dʑo˩ mo˧ʈʂʰɯ˥ ɖɯ˧ʈɻ̍˩ɖɯ˩ʈɻ̍˩ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧di˩kv̩˩mv̩˩	tɕɤ˧qʰɑ˧˥mo˩ kʰwɤ˧pʰv̩˧mo˧pi˥hĩ˩ tʰv̩˧ kʰwɤ˧pʰv̩˧lɑ˧ tɕɤ˧qʰɑ˧tʰi˧di˥hĩ˩ tʰv̩˧qo˧dʑo˧ mo˧ʈʂʰɯ˧ ɖɯ˧ʈv̩˩ɖv̩˩ʈv̩˩zo˩ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧di˩kv̩˩mv̩˩	tɕɤqʰɑmo kʰwɤpʰv̩mopihĩtʰv̩ kʰwɤpʰv̩lɑtɕɤqʰɑ tʰidihĩtʰv̩qodʑo moʈʂʰɯ ɖɯʈɻ̍ɖɯʈɻ̍ ʈʂʰɯneʝi tʰidikv̩mv̩	tɕɤqʰɑmo kʰwɤpʰv̩mopihĩ tʰv̩ kʰwɤpʰv̩lɑ tɕɤqʰɑtʰidihĩ tʰv̩qodʑo moʈʂʰɯ ɖɯʈv̩ɖv̩ʈv̩zo ʈʂʰɯneʝi tʰidikv̩mv̩	['tɕɤqʰɑmo', 'kʰwɤpʰv̩mopihĩtʰv̩', 'kʰwɤpʰv̩lɑtɕɤqʰɑ', 'tʰidihĩtʰv̩qodʑo', 'moʈʂʰɯ', 'ɖɯʈɻ̍ɖɯʈɻ̍', 'ʈʂʰɯneʝi', 'tʰidikv̩mv̩']	['tɕɤqʰɑmo', 'kʰwɤpʰv̩mopihĩ', 'tʰv̩', 'kʰwɤpʰv̩lɑ', 'tɕɤqʰɑtʰidihĩ', 'tʰv̩qodʑo', 'moʈʂʰɯ', 'ɖɯʈv̩ɖv̩ʈv̩zo', 'ʈʂʰɯneʝi', 'tʰidikv̩mv̩']	2	0.9186602870813397	[1.0, 0.8823529411764706, 0.3, 0.2962962962962963, 0.1, 0.0, 0.5714285714285714, 0.3333333333333333]	0.4354263927793339
ɖwæ˧˥ so˩kv̩˩˥	ɖwæ˧˥ so˩kv̩˩˥	ɖwæ sokv̩	ɖwæ sokv̩	['ɖwæ', 'sokv̩']	['ɖwæ', 'sokv̩']	0	1.0	[1.0, 1.0]	1.0
ʑi˧ʁæ˧dzi˧˥ ʑi˧ʁæ˧dzi˧pi˥ zo˩no˧ne˩ʝi˩zo˩ əəə…tʰɑ˧v̩˥ tʰææ̃˧mɤ˧di˥	ʑi˧ʁæ˧dzɯ˥ ʑi˧ʁæ˧dzɯ˧ pi˧ zo˩no˧ni˩zo˩ əə… tʰɑ˩v̩˥ ʈʰææ̃˧mɤ˧di˥	ʑiʁædzi ʑiʁædzipi zononeʝizo əəə…tʰɑv̩ tʰææ̃mɤdi	ʑiʁædzɯ ʑiʁædzɯ pi zononizo əə… tʰɑv̩ ʈʰææ̃mɤdi	['ʑiʁædzi', 'ʑiʁædzipi', 'zononeʝizo', 'əəə…tʰɑv̩', 'tʰææ̃mɤdi']	['ʑiʁædzɯ', 'ʑiʁædzɯ', 'pi', 'zononizo', 'əə…', 'tʰɑv̩', 'ʈʰææ̃mɤdi']	2	0.8842105263157894	[0.8571428571428571, 0.75, 0.16666666666666666, 0.0, 0.0]	0.3547619047619047
ɖɯ˧v̩˧ ɖɯ˧ɭɯ˧hwæ˥ le˧po˧jo˥kv̩˩mæ˩	ɖɯ˧v̩˧ɖɯ˧ɭɯ˧hwæ˧ le˧po˧jo˥kv̩˩mæ˩	ɖɯv̩ ɖɯɭɯhwæ lepojokv̩mæ	ɖɯv̩ɖɯɭɯhwæ lepojokv̩mæ	['ɖɯv̩', 'ɖɯɭɯhwæ', 'lepojokv̩mæ']	['ɖɯv̩ɖɯɭɯhwæ', 'lepojokv̩mæ']	-1	0.9787234042553191	[0.5333333333333333, 0.1111111111111111, 0.0]	0.21481481481481482
tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ se˧kʰɯ˩ ʁo˧ni˥ ʁo˧qʰwɤ˩ʂæ˩hĩ˩	tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ se˧kʰɯ˩ ʁo˧ni˥ ʁo˧qʰwɤ˩ʂæ˩hĩ˩	tʰi əʝiʂɯʝi sekʰɯ ʁoni ʁoqʰwɤʂæhĩ	tʰi əʝiʂɯʝi sekʰɯ ʁoni ʁoqʰwɤʂæhĩ	['tʰi', 'əʝiʂɯʝi', 'sekʰɯ', 'ʁoni', 'ʁoqʰwɤʂæhĩ']	['tʰi', 'əʝiʂɯʝi', 'sekʰɯ', 'ʁoni', 'ʁoqʰwɤʂæhĩ']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
hæ˧so˩zo˩ ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧qo˧tʰv̩˧dʑo˥ dʑɯ˩ʁo˩˥ qʰwæ˩kɤ˩˥ qʰwæ˩kɤ˩ʈʂʰɯ˥ le˧hæ̃˧le˥po˩jo˩ mmm…v̩˩tsʰɤ˧lv̩˧bv̩˧ le˧gv̩˩	hæ˧so˩zo˩ ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧qo˧tʰv̩˧dʑo˥ dʑɯ˩ʁo˩˥ qʰwæ˩kɤ˩˥ qʰwæ˩kɤ˩ʈʂʰɯ˥ le˧hæ̃˧le˥po˩jo˩ mm…v̩˩tsʰɤ˧ lv̩˧bv̩˥ le˧gv̩˩	hæsozo ɖɯɬimi ɲiɬimiqotʰv̩dʑo dʑɯʁo qʰwækɤ qʰwækɤʈʂʰɯ lehæ̃lepojo mmm…v̩tsʰɤlv̩bv̩ legv̩	hæsozo ɖɯɬimi ɲiɬimiqotʰv̩dʑo dʑɯʁo qʰwækɤ qʰwækɤʈʂʰɯ lehæ̃lepojo mm…v̩tsʰɤ lv̩bv̩ legv̩	['hæsozo', 'ɖɯɬimi', 'ɲiɬimiqotʰv̩dʑo', 'dʑɯʁo', 'qʰwækɤ', 'qʰwækɤʈʂʰɯ', 'lehæ̃lepojo', 'mmm…v̩tsʰɤlv̩bv̩', 'legv̩']	['hæsozo', 'ɖɯɬimi', 'ɲiɬimiqotʰv̩dʑo', 'dʑɯʁo', 'qʰwækɤ', 'qʰwækɤʈʂʰɯ', 'lehæ̃lepojo', 'mm…v̩tsʰɤ', 'lv̩bv̩', 'legv̩']	1	0.9886363636363636	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.72, 0.5454545454545454]	0.9183838383838384
ʑi˧mi˧tɕʰo˧kʰi˥ɲi˩ pi˧kv̩˩mæ˩	ʑi˧mi˧tɕʰo˧kʰi˥ɲi˩ pi˧kv̩˩mæ˩	ʑimitɕʰokʰiɲi pikv̩mæ	ʑimitɕʰokʰiɲi pikv̩mæ	['ʑimitɕʰokʰiɲi', 'pikv̩mæ']	['ʑimitɕʰokʰiɲi', 'pikv̩mæ']	0	1.0	[1.0, 1.0]	1.0
wɤ˩˥ sɑ˧ le˧ɲi˩ le˧ɲi˩ le˧ɲi˩ tʰi˩˥ ɣɯ˧ le˧dɑ˩ le˧dɑ˩ ho˧di˧tɕʰi˧bi˧kv̩˧˥ mæ˩	wɤ˩˥ sɑ˧ɬi˧ɲi˩ le˧ɲi˩ le˧ɲi˩ tʰi˩˥ ɣɯ˧ le˧dɑ˩˥ le˧dɑ˩ ho˧di˧tɕʰi˧bi˧kv̩˧˥ mæ˩	wɤ sɑ leɲi leɲi leɲi tʰi ɣɯ ledɑ ledɑ hoditɕʰibikv̩ mæ	wɤ sɑɬiɲi leɲi leɲi tʰi ɣɯ ledɑ ledɑ hoditɕʰibikv̩ mæ	['wɤ', 'sɑ', 'leɲi', 'leɲi', 'leɲi', 'tʰi', 'ɣɯ', 'ledɑ', 'ledɑ', 'hoditɕʰibikv̩', 'mæ']	['wɤ', 'sɑɬiɲi', 'leɲi', 'leɲi', 'tʰi', 'ɣɯ', 'ledɑ', 'ledɑ', 'hoditɕʰibikv̩', 'mæ']	-1	0.9532710280373832	[1.0, 0.5, 1.0, 1.0, 0.2857142857142857, 0.0, 0.0, 1.0, 0.11764705882352941, 0.0, 0.0]	0.4457601222307105
zo˩no˥ ʈæ˧bɤ˧ki˥lɑ˩qʰæ˩ze˩	zo˩no˥ ʈæ˧bɤ˧ki˧lɑ˩qʰæ˩ze˩	zono ʈæbɤkilɑqʰæze	zono ʈæbɤkilɑqʰæze	['zono', 'ʈæbɤkilɑqʰæze']	['zono', 'ʈæbɤkilɑqʰæze']	0	1.0	[1.0, 1.0]	1.0
wɤ˩˥ tʰi˧tɕɯ˥kv̩˩ze˩mæ˩ ʝi˧le˧lv̩˩ tʰi˧tɕɯ˥	wɤ˩˥ tʰi˧tɕɯ˧kv̩˥ze˩mæ˩ ʝi˧ le˧lv̩˩ tʰi˧tɕɯ˥	wɤ tʰitɕɯkv̩zemæ ʝilelv̩ tʰitɕɯ	wɤ tʰitɕɯkv̩zemæ ʝi lelv̩ tʰitɕɯ	['wɤ', 'tʰitɕɯkv̩zemæ', 'ʝilelv̩', 'tʰitɕɯ']	['wɤ', 'tʰitɕɯkv̩zemæ', 'ʝi', 'lelv̩', 'tʰitɕɯ']	1	0.9841269841269841	[1.0, 1.0, 0.4444444444444444, 0.0]	0.6111111111111112
æ˧ʂæ˧tɑ˩mv̩˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩mæ˩ ɑ˩ʁo˧ mv̩˩zo˩ɻæ˩ɳɯ˥ le˧ʈʂæ˧ gɤ˩mɤ˧ʈi˩	æ˧ʂæ˧tɑ˥mv̩˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩˥mæ˩ ɑ˩ʁo˧ mv̩˩zɑ˩ɳɯ˥ le˧ʈʂæ˧˥ kɤ˧wɤ˥jo	æʂætɑmv̩ ʈʂʰɯneʝi pikv̩mæ ɑʁo mv̩zoɻæɳɯ leʈʂæ gɤmɤʈi	æʂætɑmv̩ ʈʂʰɯneʝi pikv̩mæ ɑʁo mv̩zɑɳɯ leʈʂæ kɤwɤjo	['æʂætɑmv̩', 'ʈʂʰɯneʝi', 'pikv̩mæ', 'ɑʁo', 'mv̩zoɻæɳɯ', 'leʈʂæ', 'gɤmɤʈi']	['æʂætɑmv̩', 'ʈʂʰɯneʝi', 'pikv̩mæ', 'ɑʁo', 'mv̩zɑɳɯ', 'leʈʂæ', 'kɤwɤjo']	0	0.8823529411764706	[1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 0.3333333333333333]	0.8690476190476191
gv̩˩pʰæ˩˥ ɲi˧tv̩˧pʰæ˧˥ so˧tv̩˧pʰæ˧˥ õ˧ʈʂʰɯ˧ne˧ʝi˥ le˧dɑ˧˥ dʑɯ˩ʁo˩˥ tʰi˧tɕɯ˥dʑo˩ tʰi˩˥ le˧po˧tsʰɯ˧˥ dʑo˩ tʰi˩˥ gv̩˩pʰæ˩˥ le˧ ɖɯ˧tv̩˧ ɲi˧tv̩˧ le˧po˧tsʰɯ˧˥ ɑ˩ʁo˧ mmm…tʰi˩˥ tʰi˧tɕɯ˥	gv̩˩pʰæ˩˥ ɲi˧tv̩˧pʰæ˧˥ so˧tv̩˧pʰæ˧˥ õ˧ʈʂʰɯ˧ne˧ʝi˥ le˧dɑ˧˥ dʑɯ˧ʁo˥ tʰi˧tɕɯ˥dʑo˩ tʰi˩˥ le˧po˧tsʰɯ˧˥ dʑo˩ tʰi˩˥ gv̩˩pʰæ˧˥ leɖɯ˧tv̩˧ɲi˧tv̩˧ le˧po˧tsʰɯ˧˥ ɑ˩ʁo˧ mm…tʰi˩˥ tʰi˧tɕɯ˥	gv̩pʰæ ɲitv̩pʰæ sotv̩pʰæ õʈʂʰɯneʝi ledɑ dʑɯʁo tʰitɕɯdʑo tʰi lepotsʰɯ dʑo tʰi gv̩pʰæ le ɖɯtv̩ ɲitv̩ lepotsʰɯ ɑʁo mmm…tʰi tʰitɕɯ	gv̩pʰæ ɲitv̩pʰæ sotv̩pʰæ õʈʂʰɯneʝi ledɑ dʑɯʁo tʰitɕɯdʑo tʰi lepotsʰɯ dʑo tʰi gv̩pʰæ leɖɯtv̩ɲitv̩ lepotsʰɯ ɑʁo mm…tʰi tʰitɕɯ	['gv̩pʰæ', 'ɲitv̩pʰæ', 'sotv̩pʰæ', 'õʈʂʰɯneʝi', 'ledɑ', 'dʑɯʁo', 'tʰitɕɯdʑo', 'tʰi', 'lepotsʰɯ', 'dʑo', 'tʰi', 'gv̩pʰæ', 'le', 'ɖɯtv̩', 'ɲitv̩', 'lepotsʰɯ', 'ɑʁo', 'mmm…tʰi', 'tʰitɕɯ']	['gv̩pʰæ', 'ɲitv̩pʰæ', 'sotv̩pʰæ', 'õʈʂʰɯneʝi', 'ledɑ', 'dʑɯʁo', 'tʰitɕɯdʑo', 'tʰi', 'lepotsʰɯ', 'dʑo', 'tʰi', 'gv̩pʰæ', 'leɖɯtv̩ɲitv̩', 'lepotsʰɯ', 'ɑʁo', 'mm…tʰi', 'tʰitɕɯ']	-2	0.9880478087649402	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2857142857142857, 0.15384615384615385, 0.0, 0.2857142857142857, 0.0, 0.0, 0.0]	0.6697513013302487
ə˧lɑ˧ʁwɤ˧dzi˩kʰɯ˩dʑo˩ tʰi˩˥ mmm…sɯ˧pʰi˧ ə˧tso˧mɤ˧ɲi˩ sɯ˧pʰi˧ɳɯ˧ ə˧lɑ˧ʁwɤ˧dzi˩kʰɯ˩ tʰi˩˥ sɯ˧pʰi˧lo˧ʝi˧	ə˧lɑ˧ʁwɤ˧dzi˩kʰɯ˩dʑo˩ tʰi˩˥ mm…sɯ˧pʰi˧ ə˧tso˧mɤ˧ɲi˩ sɯ˧pʰi˧ɳɯ˧ ə˧lɑ˧ʁwɤ˧dzi˩kʰɯ˩ tʰi˩˥ sɯ˧pʰi˧lo˧ʝi˧	əlɑʁwɤdzikʰɯdʑo tʰi mmm…sɯpʰi ətsomɤɲi sɯpʰiɳɯ əlɑʁwɤdzikʰɯ tʰi sɯpʰiloʝi	əlɑʁwɤdzikʰɯdʑo tʰi mm…sɯpʰi ətsomɤɲi sɯpʰiɳɯ əlɑʁwɤdzikʰɯ tʰi sɯpʰiloʝi	['əlɑʁwɤdzikʰɯdʑo', 'tʰi', 'mmm…sɯpʰi', 'ətsomɤɲi', 'sɯpʰiɳɯ', 'əlɑʁwɤdzikʰɯ', 'tʰi', 'sɯpʰiloʝi']	['əlɑʁwɤdzikʰɯdʑo', 'tʰi', 'mm…sɯpʰi', 'ətsomɤɲi', 'sɯpʰiɳɯ', 'əlɑʁwɤdzikʰɯ', 'tʰi', 'sɯpʰiloʝi']	0	0.993103448275862	[1.0, 1.0, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9926470588235294
tʰi˩˥ õ˧bv̩˥õ˩ ɖʐo˧ qæ˧do˧tʰi˥di˩hĩ˩ tʰv̩˧kʰwɤ˧gɤ˥ʑi˩	tʰi˩˥ õ˧bv̩˥õ˩ ɖʐo˧ qæ˧do˧ tʰi˧di˩hĩ˩ʈʂʰɯ˧kʰwɤ˩ gɤ˧ʑi˩	tʰi õbv̩õ ɖʐo qædotʰidihĩ tʰv̩kʰwɤgɤʑi	tʰi õbv̩õ ɖʐo qædo tʰidihĩʈʂʰɯkʰwɤ gɤʑi	['tʰi', 'õbv̩õ', 'ɖʐo', 'qædotʰidihĩ', 'tʰv̩kʰwɤgɤʑi']	['tʰi', 'õbv̩õ', 'ɖʐo', 'qædo', 'tʰidihĩʈʂʰɯkʰwɤ', 'gɤʑi']	1	0.891566265060241	[1.0, 1.0, 1.0, 0.5, 0.42857142857142855]	0.7857142857142857
tʰi˩˥ kv̩˧ ʈʂʰɯ˧dʑo˩ mo˧bv̩˥ zo˩no˥ ʈʂʰæ˧ɣɯ˧ɲi˥ pi˧zo˩ ə˩gi˩	tʰi˩˥ kv̩˧ʈʂʰɯ˧dʑo˩ mo˧bv̩˥ zo˩no˥ ʈʂʰæ˧ɣv̩˧ɲi˥ pi˧zo˩ ə˩gi˩	tʰi kv̩ ʈʂʰɯdʑo mobv̩ zono ʈʂʰæɣɯɲi pizo əgi	tʰi kv̩ʈʂʰɯdʑo mobv̩ zono ʈʂʰæɣv̩ɲi pizo əgi	['tʰi', 'kv̩', 'ʈʂʰɯdʑo', 'mobv̩', 'zono', 'ʈʂʰæɣɯɲi', 'pizo', 'əgi']	['tʰi', 'kv̩ʈʂʰɯdʑo', 'mobv̩', 'zono', 'ʈʂʰæɣv̩ɲi', 'pizo', 'əgi']	-1	0.9545454545454546	[1.0, 0.46153846153846156, 0.16666666666666666, 0.2222222222222222, 0.0, 0.16666666666666666, 0.2857142857142857, 0.0]	0.2878510378510378
