Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
tɕe rdɤstaʁ ɯtaʁ nɯra rcanɯ nɤki	tɕe rdɤstaʁ ɯtaʁ nɯra rcanɯ nɤki	['t', 'ɕ', 'e', 'S', 'r', 'd', 'ɤ', 's', 't', 'a', 'ʁ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'r', 'c', 'a', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i']	['t', 'ɕ', 'e', 'S', 'r', 'd', 'ɤ', 's', 't', 'a', 'ʁ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'r', 'c', 'a', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i']	1.0	1.0	1.0
kɤspa nɯ kɯnɤ kɯndziaʁ ʑo kɯfse jonɯɣinɯ pjɤɕti tɕe	nɯ kaspa nɯ kɯnɤ kɯndziaʁ ʑo kɯfse jonɯɣinɯ pjɤɕti tɕe	['*', '*', '*', 'k', 'ɤ', 's', 'p', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'k', 'ɯ', 'n', 'd', 'z', 'i', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'j', 'o', 'n', 'ɯ', 'ɣ', 'i', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ɕ', 't', 'i', 'S', 't', 'ɕ', 'e']	['n', 'ɯ', 'S', 'k', 'a', 's', 'p', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'k', 'ɯ', 'n', 'd', 'z', 'i', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'j', 'o', 'n', 'ɯ', 'ɣ', 'i', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ɕ', 't', 'i', 'S', 't', 'ɕ', 'e']	0.923	0.964	0.937
tɕe ɯmkhɤrmaŋ ra rca ɯrɟit ʑo tunɯste pjɤŋu tɕe tɕendɤre 	tɕe ɯmkhɤrmaŋ ra rca ɯrɟit ʑo tunɯste pjɤŋu tɕe tɕendɤre	['t', 'ɕ', 'e', 'S', 'ɯ', 'm', 'k', 'h', 'ɤ', 'r', 'm', 'a', 'ŋ', 'S', 'r', 'a', 'S', 'r', 'c', 'a', 'S', 'ɯ', 'r', 'ɟ', 'i', 't', 'S', 'ʑ', 'o', 'S', 't', 'u', 'n', 'ɯ', 's', 't', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S']	['t', 'ɕ', 'e', 'S', 'ɯ', 'm', 'k', 'h', 'ɤ', 'r', 'm', 'a', 'ŋ', 'S', 'r', 'a', 'S', 'r', 'c', 'a', 'S', 'ɯ', 'r', 'ɟ', 'i', 't', 'S', 'ʑ', 'o', 'S', 't', 'u', 'n', 'ɯ', 's', 't', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', '*']	0.956	0.958	0.996
tɕe nɯ ɕtonɯɴqhu tɕe tɕendɤre	tɕe nɯ ɕtonɯɴqhu tɕe tɕendɤre	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɕ', 't', 'o', 'n', 'ɯ', 'ɴ', 'q', 'h', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɕ', 't', 'o', 'n', 'ɯ', 'ɴ', 'q', 'h', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	1.0	1.0	1.0
kɯmɯɕtaʁ túwɣndza ɲɯsna túwɣnɯxsɯr ɲɯsna	kɯmɯɕtaʁ túwɣndza ɲɯsna túwɣnɯxsɯr ɲɯsna	['k', 'ɯ', 'm', 'ɯ', 'ɕ', 't', 'a', 'ʁ', 'S', 't', 'u', '́', 'w', 'ɣ', 'n', 'd', 'z', 'a', 'S', 'ɲ', 'ɯ', 's', 'n', 'a', 'S', 't', 'u', '́', 'w', 'ɣ', 'n', 'ɯ', 'x', 's', 'ɯ', 'r', 'S', 'ɲ', 'ɯ', 's', 'n', 'a']	['k', 'ɯ', 'm', 'ɯ', 'ɕ', 't', 'a', 'ʁ', 'S', 't', 'u', '́', 'w', 'ɣ', 'n', 'd', 'z', 'a', 'S', 'ɲ', 'ɯ', 's', 'n', 'a', 'S', 't', 'u', '́', 'w', 'ɣ', 'n', 'ɯ', 'x', 's', 'ɯ', 'r', 'S', 'ɲ', 'ɯ', 's', 'n', 'a']	1.0	1.0	1.0
mɤt mɤkɯnɤrʑaʁ tɕe nɯ kɤndʑɯxtɤɣ χsɯm joɣinɯ	mɤkɯnɤrʑaʁ tɕe nɯ kɤndʑɯxtɤɣ χsɯm joɣinɯ	['m', 'ɤ', 't', 'S', 'm', 'ɤ', 'k', 'ɯ', 'n', 'ɤ', 'r', 'ʑ', 'a', 'ʁ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'ʑ', 'ɯ', 'x', 't', 'ɤ', 'ɣ', 'S', 'χ', 's', 'ɯ', 'm', 'S', 'j', 'o', 'ɣ', 'i', 'n', 'ɯ']	['m', 'ɤ', '*', '*', '*', '*', 'k', 'ɯ', 'n', 'ɤ', 'r', 'ʑ', 'a', 'ʁ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'ʑ', 'ɯ', 'x', 't', 'ɤ', 'ɣ', 'S', 'χ', 's', 'ɯ', 'm', 'S', 'j', 'o', 'ɣ', 'i', 'n', 'ɯ']	0.927	0.955	0.953
tɕe nɯra kɯmpɕɤr ŋu nɤ́ma	tɕe nɯra kɯmpɕɤr ŋu nɤma	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ŋ', 'u', 'S', 'n', 'ɤ', '́', 'm', 'a']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ŋ', 'u', 'S', 'n', 'ɤ', '*', 'm', 'a']	0.875	0.938	0.938
tɕendɤre yilisha kɯ wuma ʑo pjɤz ɯsni pjɤzdɯɣ	tɕendɤre yilisha kɯ wuma ʑo pjɤz ɯsni pjɤzdɯɣ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'y', 'i', 'l', 'i', 's', 'h', 'a', 'S', 'k', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'z', 'S', 'ɯ', 's', 'n', 'i', 'S', 'p', 'j', 'ɤ', 'z', 'd', 'ɯ', 'ɣ']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'y', 'i', 'l', 'i', 's', 'h', 'a', 'S', 'k', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɤ', 'z', 'S', 'ɯ', 's', 'n', 'i', 'S', 'p', 'j', 'ɤ', 'z', 'd', 'ɯ', 'ɣ']	1.0	1.0	1.0
tɕe pjɯχsuj pɯŋu ri maka ɯrgu ɲɯsɯ ma maka ɕɤŋi nɯ nɤki ɯɲɤm kɯkhe nɯ kɯndɯndɯβ zɯmzɯm pjɯ́wɣβzu ʑo pjɯ́wɣrɤkrɯ tɕe	tɕe pjɯχsuij pɯŋu ri maka ɯrgɯ ɲɯsɯma maka ɕɤŋi nɯ nɤki ɯɲɤm kɯkhe nɯ kɯndɯndɯβ ʑo ɯzɯmzɯm pjɯ́ɣβzu pjɯ́wɣrɤkrɯ tɕe	['t', 'ɕ', 'e', 'S', 'p', 'j', 'ɯ', 'χ', 's', 'u', '*', 'j', 'S', 'p', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i', 'S', 'm', 'a', 'k', 'a', 'S', 'ɯ', 'r', 'g', 'u', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 'S', 'm', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'ɕ', 'ɤ', 'ŋ', 'i', 'S', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'ɯ', 'ɲ', 'ɤ', 'm', 'S', 'k', 'ɯ', 'k', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'd', 'ɯ', 'n', 'd', 'ɯ', 'β', 'S', '*', '*', '*', '*', 'z', 'ɯ', 'm', 'z', 'ɯ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'β', 'z', 'u', 'S', 'ʑ', 'o', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'r', 'ɤ', 'k', 'r', 'ɯ', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'p', 'j', 'ɯ', 'χ', 's', 'u', 'i', 'j', 'S', 'p', 'ɯ', 'ŋ', 'u', 'S', 'r', 'i', 'S', 'm', 'a', 'k', 'a', 'S', 'ɯ', 'r', 'g', 'ɯ', 'S', 'ɲ', 'ɯ', 's', 'ɯ', '*', 'm', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'ɕ', 'ɤ', 'ŋ', 'i', 'S', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'ɯ', 'ɲ', 'ɤ', 'm', 'S', 'k', 'ɯ', 'k', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'd', 'ɯ', 'n', 'd', 'ɯ', 'β', 'S', 'ʑ', 'o', 'S', 'ɯ', 'z', 'ɯ', 'm', 'z', 'ɯ', 'm', 'S', 'p', 'j', 'ɯ', '́', '*', 'ɣ', 'β', 'z', 'u', '*', '*', '*', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'r', 'ɤ', 'k', 'r', 'ɯ', 'S', 't', 'ɕ', 'e']	0.875	0.886	0.872
ɕkom ɣɯ ɯʁrɯ ndɤ ɣɤʑu	tɕkom ɣɯ ɯʁzɯ ndɤ ɣɤʑu	['*', 'ɕ', 'k', 'o', 'm', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'ʁ', 'r', 'ɯ', 'S', 'n', 'd', 'ɤ', 'S', 'ɣ', 'ɤ', 'ʑ', 'u']	['t', 'ɕ', 'k', 'o', 'm', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'ʁ', 'z', 'ɯ', 'S', 'n', 'd', 'ɤ', 'S', 'ɣ', 'ɤ', 'ʑ', 'u']	0.765	0.882	0.882
ma ɯku nɯra nɤkinɯ kɯɲaʁ qhe ɯtaʁ kɯnɤmbju kɯtu ɲɯŋu	ma ɯku nɯra nɤkinɯ kɯɲaʁ qhe ɯtaʁ kɯnɤmbju kɯtu ɲɯŋu	['m', 'a', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɲ', 'a', 'ʁ', 'S', 'q', 'h', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'm', 'b', 'j', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['m', 'a', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɲ', 'a', 'ʁ', 'S', 'q', 'h', 'e', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'm', 'b', 'j', 'u', 'S', 'k', 'ɯ', 't', 'u', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	1.0	1.0	1.0
tɕeri ndʑime nɯ kɯre chu kɯnɯdagong ɕti ma	tɕeri ndʑime nɯ kɯrechɯ kunɯtaʁ koŋ ɕti ma	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'r', 'e', 'S', 'c', 'h', 'u', 'S', 'k', 'ɯ', 'n', 'ɯ', 'd', 'a', '*', 'g', 'o', 'n', 'g', 'S', 'ɕ', 't', 'i', 'S', 'm', 'a']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'r', 'e', '*', 'c', 'h', 'ɯ', 'S', 'k', 'u', 'n', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'o', 'ŋ', 'S', 'ɕ', 't', 'i', 'S', 'm', 'a']	0.654	0.711	0.755
ɯthathor tɕe tɕe nɤkinɯ iɕqha kɯki kɯfse tɕe ɯkɯmpɕɤr	ɯthathur tɕe tɕe nɤkinɯ iɕqha kɯki kɯfse tɕe ɯkɯmpɕɤr túwɣtɕe tɕe	['ɯ', 't', 'h', 'a', 't', 'h', 'o', 'r', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*']	['ɯ', 't', 'h', 'a', 't', 'h', 'u', 'r', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 't', 'u', '́', 'w', 'ɣ', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	0.708	0.774	0.913
ɯnɯnɯre tʂu kuɣi kuɕe ŋu ma	ɯnɯnɯre tʂu kuɣi kuɕe ŋu ma	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'r', 'e', 'S', 't', 'ʂ', 'u', 'S', 'k', 'u', 'ɣ', 'i', 'S', 'k', 'u', 'ɕ', 'e', 'S', 'ŋ', 'u', 'S', 'm', 'a']	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'r', 'e', 'S', 't', 'ʂ', 'u', 'S', 'k', 'u', 'ɣ', 'i', 'S', 'k', 'u', 'ɕ', 'e', 'S', 'ŋ', 'u', 'S', 'm', 'a']	1.0	1.0	1.0
qhe nɤkinɯ kɯɤkhra tu	qhe nɤkinɯ kɯɤkhra tu	['q', 'h', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɤ', 'k', 'h', 'r', 'a', 'S', 't', 'u']	['q', 'h', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'ɤ', 'k', 'h', 'r', 'a', 'S', 't', 'u']	1.0	1.0	1.0
tɤthu ŋu tɕe ɯmdoʁ kɯmpɕɯmpɕɤr ʑo ŋu tɕe	tɤthu ŋu tɕe ɯmdoʁ kɯmpɕɯmpɕɤr ʑo ŋu tɕe	['t', 'ɤ', 't', 'h', 'u', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'm', 'd', 'o', 'ʁ', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ʑ', 'o', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['t', 'ɤ', 't', 'h', 'u', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'm', 'd', 'o', 'ʁ', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ʑ', 'o', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
tɕendɤre ɯkɯkɯki ɕkom ki kɯɕɯŋgɯ tɕe aʑo aβɣo ɣɯ ɯme pɯŋu	tɕendɤre ɯkɯkɯki ɕkom ki kɯɕɯŋgɯ tɕe aʑo aβɣo ɣɯ ɯme pɯŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'k', 'ɯ', 'k', 'ɯ', 'k', 'i', 'S', 'ɕ', 'k', 'o', 'm', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'a', 'β', 'ɣ', 'o', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'm', 'e', 'S', 'p', 'ɯ', 'ŋ', 'u']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'k', 'ɯ', 'k', 'ɯ', 'k', 'i', 'S', 'ɕ', 'k', 'o', 'm', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʑ', 'o', 'S', 'a', 'β', 'ɣ', 'o', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'm', 'e', 'S', 'p', 'ɯ', 'ŋ', 'u']	1.0	1.0	1.0
ɯsŋɯro kɯwxti lutɕɤt qhe aʑo mɯ́jchaa aʑo mɤchaa	ɯsŋɯro ra kɯwxti lutɕɤt qhe maka aʑo mɯ́jcha aʑo mɤcha	['ɯ', 's', 'ŋ', 'ɯ', 'r', 'o', 'S', '*', '*', '*', 'k', 'ɯ', 'w', 'x', 't', 'i', 'S', 'l', 'u', 't', 'ɕ', 'ɤ', 't', 'S', 'q', 'h', 'e', '*', '*', '*', '*', '*', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɤ', 'c', 'h', 'a', 'a']	['ɯ', 's', 'ŋ', 'ɯ', 'r', 'o', 'S', 'r', 'a', 'S', 'k', 'ɯ', 'w', 'x', 't', 'i', 'S', 'l', 'u', 't', 'ɕ', 'ɤ', 't', 'S', 'q', 'h', 'e', 'S', 'm', 'a', 'k', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', '*', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'm', 'ɤ', 'c', 'h', '*', 'a']	0.905	0.881	0.947
tɕe nɯ ɣɯ feitan nɯ ɯtaʁ kuonɯmdzɯ tɕe 	tɕe nɯ ɣɯ ɯfei thanɯ ɯtaʁ konɯmdzɯ tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', '*', 'f', 'e', 'i', 't', 'a', 'n', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'u', 'o', 'n', 'ɯ', 'm', 'd', 'z', 'ɯ', 'S', 't', 'ɕ', 'e', 'S']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'f', 'e', 'i', 'S', 't', 'h', 'a', 'n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', '*', 'o', 'n', 'ɯ', 'm', 'd', 'z', 'ɯ', 'S', 't', 'ɕ', 'e', '*']	0.781	0.84	0.829
tɕe ɯjwaʁ nɯ pjɯʁndzɤrnɯ tɕe tɯspra tɯspra tuxtɕɤrnɯ tɕe	tɕe ɯjwaʁ nɯ pjɯʁndzɤrnɯ tɕe nɯ tɯspra tɯspra tuxtɕɤrnɯ tɕe	['t', 'ɕ', 'e', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', '*', '*', '*', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'u', 'x', 't', 'ɕ', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 'S', 't', 'u', 'x', 't', 'ɕ', 'ɤ', 'r', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	0.935	0.977	0.947
nɯnɯ aʑo atshɤt nɤki atɤ atɤnɯsɤfse ɯ́jɤɣ toti ri 	nɯnɯ aʑo atshɤt nɤki atɤnɯsaʁ atɤnɯsɤfse ɯ́jɤɣ toti ri	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'ʑ', 'o', 'S', 'a', 't', 's', 'h', 'ɤ', 't', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'a', 't', 'ɤ', '*', '*', '*', '*', '*', 'S', 'a', 't', 'ɤ', 'n', 'ɯ', 's', 'ɤ', 'f', 's', 'e', 'S', 'ɯ', '́', 'j', 'ɤ', 'ɣ', 'S', 't', 'o', 't', 'i', 'S', 'r', 'i', 'S']	['n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'ʑ', 'o', 'S', 'a', 't', 's', 'h', 'ɤ', 't', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'a', 't', 'ɤ', 'n', 'ɯ', 's', 'a', 'ʁ', 'S', 'a', 't', 'ɤ', 'n', 'ɯ', 's', 'ɤ', 'f', 's', 'e', 'S', 'ɯ', '́', 'j', 'ɤ', 'ɣ', 'S', 't', 'o', 't', 'i', 'S', 'r', 'i', '*']	0.873	0.857	0.944
tɕendɤre kɯki rgɤtpu ki rca wuma ʑo kɯŋɤn ci pjɤŋu tɕe	tɕendɤre kɯki rgɤtpu ki rca wuma ʑo kɯŋɤn ci pjɤŋu tɕe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'k', 'i', 'S', 'r', 'c', 'a', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'r', 'g', 'ɤ', 't', 'p', 'u', 'S', 'k', 'i', 'S', 'r', 'c', 'a', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
nɯnɯ tɯβli jaɣɯt tɕe tham tham aʁɤndɯndɤt ʑo tu	nɯnɯ tɯβli jaɣɯt tɕe tɕe thamtham tɕe aʁɤndɯndɤt ʑo tu	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɯ', 'β', 'l', 'i', 'S', 'j', 'a', 'ɣ', 'ɯ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', '*', '*', '*', '*', 'h', 'a', 'm', 'S', 't', 'h', 'a', 'm', '*', '*', '*', '*', 'S', 'a', 'ʁ', 'ɤ', 'n', 'd', 'ɯ', 'n', 'd', 'ɤ', 't', 'S', 'ʑ', 'o', 'S', 't', 'u']	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɯ', 'β', 'l', 'i', 'S', 'j', 'a', 'ɣ', 'ɯ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'a', 'm', '*', 't', 'h', 'a', 'm', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ʁ', 'ɤ', 'n', 'd', 'ɯ', 'n', 'd', 'ɤ', 't', 'S', 'ʑ', 'o', 'S', 't', 'u']	0.89	0.868	0.946
tɕe ɯku nɯreri kɯŋgɯŋgɤr ʑo 	tɕe ɯku nɯreri kɯŋgɯŋgɤr ʑo	['t', 'ɕ', 'e', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'e', 'r', 'i', 'S', 'k', 'ɯ', 'ŋ', 'g', 'ɯ', 'ŋ', 'g', 'ɤ', 'r', 'S', 'ʑ', 'o', 'S']	['t', 'ɕ', 'e', 'S', 'ɯ', 'k', 'u', 'S', 'n', 'ɯ', 'r', 'e', 'r', 'i', 'S', 'k', 'ɯ', 'ŋ', 'g', 'ɯ', 'ŋ', 'g', 'ɤ', 'r', 'S', 'ʑ', 'o', '*']	0.931	0.938	0.988
kɯki tɯχpɯm ɯfsu jamar tuwxti cha	kɯki tɯχpɤm ɯfsu jamar tuwxti cha	['k', 'ɯ', 'k', 'i', 'S', 't', 'ɯ', 'χ', 'p', 'ɯ', 'm', 'S', 'ɯ', 'f', 's', 'u', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 't', 'u', 'w', 'x', 't', 'i', 'S', 'c', 'h', 'a']	['k', 'ɯ', 'k', 'i', 'S', 't', 'ɯ', 'χ', 'p', 'ɤ', 'm', 'S', 'ɯ', 'f', 's', 'u', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 't', 'u', 'w', 'x', 't', 'i', 'S', 'c', 'h', 'a']	0.94	0.947	0.987
tɕeri ɯʑo kɯfse maka mɯpjɤmpɕɤr	tɕeri ɯʑɤɣ kɯfse maka mɯpjɤmpɕɤr	['t', 'ɕ', 'e', 'r', 'i', 'S', 'ɯ', 'ʑ', '*', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'm', 'p', 'ɕ', 'ɤ', 'r']	['t', 'ɕ', 'e', 'r', 'i', 'S', 'ɯ', 'ʑ', 'ɤ', 'ɣ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'm', 'a', 'k', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'm', 'p', 'ɕ', 'ɤ', 'r']	0.832	0.93	0.895
